"","code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude","sample.type1","geol.zone"
"GDM.1810","GDM.1810","Cu mineral","BC","Cu-Pb",19.493,15.691,39.437,0.805,2.023,-487,9.71,3.7524,"Perelló Mateo, 2017","Ref.120",39.819466,2.816742,"Geological","Betic Cordillera"
"GDM.1811","GDM.1811","Galena","BC","Cu-Pb",18.328,15.666,38.522,0.855,2.102,346,9.81,4.0255,"Perelló Mateo, 2017","Ref.120",39.891474,4.248511,"Geological","Betic Cordillera"
"GDM.1812","GDM.1812","Galena","BC","Cu-Pb",18.313,15.663,38.499,0.855,2.102,351,9.8,4.0224,"Perelló Mateo, 2017","Ref.120",39.891474,4.248511,"Geological","Betic Cordillera"
"GDM.1813","GDM.1813","Cu mineral","BC","Cu-Pb",18.444,15.666,38.652,0.849,2.096,260,9.78,4.0157,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971,"Geological","Betic Cordillera"
"GDM.1814","GDM.1814","Cu mineral","BC","Cu-Pb",18.381,15.656,38.569,0.852,2.098,288,9.76,4.0106,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971,"Geological","Betic Cordillera"
"GDM.1815","GDM.1815","Cu mineral","BC","Cu-Pb",18.428,15.671,38.651,0.85,2.097,282,9.8,4.0276,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971,"Geological","Betic Cordillera"
"GDM.1816","GDM.1816","Cu mineral","BC","Cu-Pb",18.363,15.645,38.545,0.852,2.099,280,9.71,4.0064,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971,"Geological","Betic Cordillera"
"GDM.1817","GDM.1817","Cu mineral","BC","Cu-Pb",18.528,15.671,38.738,0.846,2.091,207,9.78,4.0057,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971,"Geological","Betic Cordillera"
"GDM.1818","GDM.1818","Cu mineral","BC","Cu-Pb",18.491,15.675,38.633,0.848,2.089,242,9.8,3.9772,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971,"Geological","Betic Cordillera"
"GDM.1819","GDM.1819","Cu mineral","BC","Cu-Pb",19.436,15.692,39.398,0.807,2.027,-440,9.72,3.768,"Perelló Mateo, 2017","Ref.120",39.822845,2.882717,"Geological","Betic Cordillera"
"GDM.1820","GDM.1820","Cu mineral","BC","Cu-Pb",19.224,15.692,39.24,0.816,2.041,-277,9.74,3.8199,"Perelló Mateo, 2017","Ref.120",39.822845,2.882717,"Geological","Betic Cordillera"
"GDM.1821","GDM.1821","Cu mineral","BC","Cu-Pb",19.56,15.703,39.683,0.803,2.029,-512,9.74,3.8277,"Perelló Mateo, 2017","Ref.120",39.822845,2.882717,"Geological","Betic Cordillera"
"GDM.1822","GDM.1822","Cu mineral","BC","Cu-Pb",18.408,15.679,38.568,0.852,2.095,311,9.84,4,"Perelló Mateo, 2017","Ref.120",39.871976,3.0223,"Geological","Betic Cordillera"
"GDM.1823","GDM.1823","Cu mineral","BC","Cu-Pb",19.238,15.686,39.131,0.815,2.034,-300,9.72,3.7592,"Perelló Mateo, 2017","Ref.120",39.871976,3.0223,"Geological","Betic Cordillera"
"GDM.1824","GDM.1824","Cu mineral","BC","Cu-Pb",18.842,15.685,38.878,0.832,2.063,0,9.77,3.8778,"Perelló Mateo, 2017","Ref.120",39.871976,3.0223,"Geological","Betic Cordillera"
"GDM.1825","GDM.1825","Cu mineral","BC","Cu-Pb",19.567,15.75,39.094,0.805,1.998,-412,9.91,3.5801,"Perelló Mateo, 2017","Ref.120",39.994815,4.220189,"Geological","Betic Cordillera"
"GDM.1826","GDM.1826","Cu mineral","BC","Cu-Pb",19.204,15.736,39.112,0.819,2.037,-168,9.91,3.7883,"Perelló Mateo, 2017","Ref.120",39.994815,4.220189,"Geological","Betic Cordillera"
"GDM.1827","GDM.1827","Cu mineral","BC","Cu-Pb",19.639,15.762,39.17,0.803,1.994,-442,9.95,3.5787,"Perelló Mateo, 2017","Ref.120",39.994815,4.220189,"Geological","Betic Cordillera"
"GDM.1828","GDM.1828","Cu metal",NA,NA,18.542,15.69,38.742,0.846,2.089,233,9.85,4.0051,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1829","GDM.1829","Cu metal",NA,NA,18.668,15.698,38.881,0.841,2.083,155,9.86,3.9958,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1830","GDM.1830","Cu metal",NA,NA,18.718,15.699,38.88,0.839,2.077,120,9.85,3.9631,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1831","GDM.1831","Cu metal",NA,NA,18.736,15.725,39.056,0.839,2.085,157,9.95,4.0495,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1832","GDM.1832","Cu metal",NA,NA,18.578,15.687,38.795,0.844,2.088,201,9.83,4.0077,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1833","GDM.1833","Cu metal",NA,NA,18.653,15.688,38.836,0.841,2.082,146,9.82,3.9791,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1834","GDM.1834","Cu metal",NA,NA,18.636,15.694,38.839,0.842,2.084,171,9.85,3.994,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1835","GDM.1835","Cu metal",NA,NA,18.753,15.69,38.916,0.837,2.075,76,9.81,3.9552,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1836","GDM.1836","Cu metal",NA,NA,18.531,15.685,38.687,0.846,2.088,231,9.83,3.982,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1837","GDM.1837","Cu metal",NA,NA,18.701,15.688,38.89,0.839,2.08,111,9.81,3.975,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1838","GDM.1838","Cu metal",NA,NA,18.724,15.683,38.835,0.838,2.074,85,9.79,3.9309,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364,"Archaeological",NA
"GDM.1839","GDM.1839","Cu metal",NA,NA,18.63,15.686,38.807,0.842,2.083,160,9.82,3.979,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1840","GDM.1840","Cu metal",NA,NA,18.461,15.69,38.695,0.85,2.096,292,9.87,4.0347,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1841","GDM.1841","Cu metal",NA,NA,18.47,15.673,38.647,0.849,2.092,254,9.8,3.9977,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1842","GDM.1842","Cu metal",NA,NA,18.327,15.688,38.524,0.856,2.102,387,9.9,4.0347,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1843","GDM.1843","Cu metal",NA,NA,18.8,15.694,38.875,0.835,2.068,49,9.82,3.906,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1844","GDM.1844","Cu metal",NA,NA,18.462,15.639,38.519,0.847,2.086,194,9.67,3.9236,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1845","GDM.1845","Cu metal",NA,NA,18.517,15.597,38.525,0.842,2.081,70,9.5,3.8759,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1846","GDM.1846","Cu metal",NA,NA,18.473,15.594,38.426,0.844,2.08,97,9.49,3.8522,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1847","GDM.1847","Cu metal",NA,NA,18.475,15.597,38.442,0.844,2.081,102,9.51,3.8601,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1848","GDM.1848","Cu metal",NA,NA,18.769,15.695,38.968,0.836,2.076,75,9.83,3.9731,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1849","GDM.1849","Cu metal",NA,NA,18.73,15.693,39.038,0.838,2.084,99,9.82,4.0327,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1850","GDM.1850","Cu metal",NA,NA,18.668,15.691,38.952,0.841,2.087,141,9.83,4.0298,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1851","GDM.1851","Cu metal",NA,NA,18.371,15.647,38.486,0.852,2.095,278,9.72,3.97,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1852","GDM.1852","Cu metal",NA,NA,18.328,15.676,38.505,0.855,2.101,365,9.85,4.0197,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1853","GDM.1853","Cu metal",NA,NA,18.834,15.69,38.883,0.833,2.064,16,9.8,3.8872,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1854","GDM.1854","Cu metal",NA,NA,18.252,15.636,38.417,0.857,2.105,346,9.7,4.0108,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1855","GDM.1855","Cu metal",NA,NA,18.478,15.584,38.38,0.843,2.077,71,9.45,3.8205,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1856","GDM.1856","Cu metal",NA,NA,18.312,15.658,38.505,0.855,2.103,342,9.78,4.0243,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1857","GDM.1857","Cu metal",NA,NA,18.291,15.65,38.47,0.856,2.103,343,9.75,4.0172,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.1858","GDM.1858","Cu metal",NA,NA,18.727,15.692,39.03,0.838,2.084,100,9.82,4.0308,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295,"Archaeological",NA
"GDM.2843","GDM.2843","Pb metal",NA,NA,18.734,15.696,39.049,0.838,2.084,103,9.84,4.0371,"Aguilella& Montero Ruiz, 2018","Ref.121",40.171136,0.156527,"Archaeological",NA
"GDM.2738","GDM.2738","Cu metal",NA,NA,18.447,15.723,38.67,0.852,2.096,364,10.01,4.0428,"Bode et al., 2018","Ref.122",36.419003,-5.004695,"Archaeological",NA
"GDM.1859","GDM.1859","Pb metal",NA,NA,18.229,15.604,38.354,0.856,2.104,302,9.58,3.9807,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1860","GDM.1860","Pb metal",NA,NA,18.211,15.607,38.28,0.857,2.102,322,9.6,3.9538,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1861","GDM.1861","Pb metal",NA,NA,18.252,15.624,38.384,0.856,2.103,323,9.66,3.9883,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1862","GDM.1862","Pb metal",NA,NA,18.227,15.621,38.386,0.857,2.106,336,9.65,4.0056,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1863","GDM.1863","Pb metal",NA,NA,18.294,15.66,38.564,0.856,2.108,360,9.79,4.0694,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1864","GDM.1864","Pb metal",NA,NA,18.257,15.61,38.394,0.855,2.103,293,9.6,3.9853,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1865","GDM.1865","Pb metal",NA,NA,18.353,15.637,38.596,0.852,2.103,272,9.69,4.0375,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1866","GDM.1866","Pb metal",NA,NA,18.336,15.659,38.561,0.854,2.103,327,9.78,4.0383,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1867","GDM.1867","Pb metal",NA,NA,18.457,15.633,38.631,0.847,2.093,186,9.65,3.9837,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1868","GDM.1868","Pb metal",NA,NA,18.192,15.572,38.294,0.856,2.105,268,9.47,3.9621,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1869","GDM.1869","Pb metal",NA,NA,18.244,15.635,38.349,0.857,2.102,350,9.7,3.9786,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1870","GDM.1870","Pb metal",NA,NA,18.204,15.619,38.283,0.858,2.103,350,9.65,3.9645,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1871","GDM.1871","Pb metal",NA,NA,18.269,15.62,38.31,0.855,2.097,303,9.64,3.9351,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1872","GDM.1872","Pb metal",NA,NA,18.187,15.604,38.338,0.858,2.108,334,9.59,4.0011,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1873","GDM.1873","Pb metal",NA,NA,18.446,15.624,38.663,0.847,2.096,177,9.61,4.0047,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1874","GDM.1874","Pb metal",NA,NA,18.235,15.627,38.403,0.857,2.106,342,9.67,4.0114,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1875","GDM.1875","Pb metal",NA,NA,18.257,15.646,38.394,0.857,2.103,361,9.74,3.998,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1876","GDM.1876","Pb metal",NA,NA,18.205,15.602,38.358,0.857,2.107,317,9.58,3.9988,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1877","GDM.1877","Pb metal",NA,NA,18.24,15.65,38.505,0.858,2.111,381,9.77,4.0716,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1878","GDM.1878","Pb metal",NA,NA,18.224,15.636,38.325,0.858,2.103,367,9.71,3.9796,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1879","GDM.1879","Pb metal",NA,NA,18.276,15.663,38.453,0.857,2.104,378,9.81,4.0228,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1880","GDM.1880","Pb metal",NA,NA,18.246,15.619,38.426,0.856,2.106,318,9.64,4.0134,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1881","GDM.1881","Pb metal",NA,NA,18.207,15.603,38.344,0.857,2.106,317,9.59,3.9901,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1882","GDM.1882","Pb metal",NA,NA,18.243,15.616,38.383,0.856,2.104,315,9.63,3.9911,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1883","GDM.1883","Pb metal",NA,NA,18.271,15.603,38.406,0.854,2.102,269,9.57,3.9796,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1884","GDM.1884","Pb metal",NA,NA,18.205,15.602,38.322,0.857,2.105,317,9.58,3.9791,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1885","GDM.1885","Pb metal",NA,NA,18.36,15.643,38.574,0.852,2.101,279,9.71,4.0231,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1886","GDM.1886","Pb metal",NA,NA,18.264,15.634,38.446,0.856,2.105,333,9.7,4.0171,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.1887","GDM.1887","Pb metal",NA,NA,18.469,15.643,38.693,0.847,2.095,197,9.68,4.0118,"Gomes et al., 2018","Ref.123",39.01197,-8.974289,"Archaeological",NA
"GDM.2839","GDM.2839","Cu mineral","CCR","Cu-Pb",20.945,15.809,38.842,0.755,1.854,-1369,10.01,2.8635,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844,"Geological","Catalonian Coastal Ranges"
"GDM.2840","GDM.2840","Cu mineral","CCR","Cu-Pb",20.41,15.78,38.859,0.773,1.904,-1006,9.94,3.0813,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844,"Geological","Catalonian Coastal Ranges"
"GDM.2841","GDM.2841","Cu mineral","CCR","Cu-Pb",20.397,15.773,38.682,0.773,1.896,-1013,9.92,3.0151,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844,"Geological","Catalonian Coastal Ranges"
"GDM.2842","GDM.2842","Cu mineral","CCR","Cu-Pb",21.75,15.858,38.898,0.729,1.788,-1920,10.14,2.6053,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844,"Geological","Catalonian Coastal Ranges"
"GDM.1888","GDM.1888","Gold",NA,NA,18.319,15.645,38.429,0.854,2.098,313,9.73,3.9741,"Nocete et al., 2018","Ref.125",37.392485,-6.036451,"Archaeological",NA
"GDM.1889","GDM.1889","Gold",NA,NA,18.309,15.636,38.425,0.854,2.099,303,9.69,3.9756,"Nocete et al., 2018","Ref.125",37.392485,-6.036451,"Archaeological",NA
"GDM.1890","GDM.1890","Gold",NA,NA,18.328,15.606,38.377,0.852,2.095,231,9.57,3.9263,"Nocete et al., 2018","Ref.125",37.392485,-6.036451,"Archaeological",NA
"GDM.1891","GDM.1891","Gold",NA,NA,18.15,15.58,38.15,0.858,2.101,316,9.51,3.9149,"Nocete et al., 2018","Ref.125",37.392485,-6.036451,"Archaeological",NA
"GDM.1892","GDM.1892","Gold",NA,NA,18.449,15.668,38.623,0.849,2.094,260,9.79,3.9974,"Nocete et al., 2018","Ref.125",37.356596,-6.011626,"Archaeological",NA
"GDM.1893","GDM.1893","Gold",NA,NA,18.62,15.684,38.876,0.842,2.088,164,9.81,4.0202,"Nocete et al., 2018","Ref.125",36.789951,-6.289307,"Archaeological",NA
"GDM.1894","GDM.1894","Gold",NA,NA,18.32,15.663,38.5,0.855,2.102,346,9.8,4.0179,"Nocete et al., 2018","Ref.125",37.462399,-5.63587,"Archaeological",NA
"GDM.1895","GDM.1895","Gold",NA,NA,18.361,15.636,38.384,0.851,2.089,264,9.68,3.9185,"Nocete et al., 2018","Ref.125",37.64813,-5.449019,"Archaeological",NA
"GDM.1896","GDM.1896","Gold",NA,NA,18.32,15.637,38.315,0.854,2.091,297,9.69,3.9094,"Nocete et al., 2018","Ref.125",37.413096,-6.065675,"Archaeological",NA
"GDM.1897","GDM.1897","Gold",NA,NA,18.328,15.638,38.433,0.853,2.097,293,9.7,3.9677,"Nocete et al., 2018","Ref.125",37.413096,-6.065675,"Archaeological",NA
"GDM.1898","GDM.1898","Gold",NA,NA,18.199,15.619,38.112,0.858,2.094,353,9.65,3.8743,"Nocete et al., 2018","Ref.125",37.413096,-6.065675,"Archaeological",NA
"GDM.1899","GDM.1899","Gold",NA,NA,18.439,15.626,38.478,0.847,2.086,186,9.62,3.9129,"Nocete et al., 2018","Ref.125",37.413096,-6.065675,"Archaeological",NA
"GDM.1900","GDM.1900","Gold",NA,NA,17.991,15.605,38.178,0.867,2.122,483,9.65,4.0511,"Nocete et al., 2018","Ref.125",37.413096,-6.065675,"Archaeological",NA
"GDM.1901","GDM.1901","Gold",NA,NA,17.988,15.613,37.996,0.868,2.112,500,9.68,3.9527,"Nocete et al., 2018","Ref.125",37.35309,-5.853174,"Archaeological",NA
"GDM.1902","GDM.1902","Gold",NA,NA,18.439,15.647,38.562,0.849,2.091,227,9.71,3.9646,"Nocete et al., 2018","Ref.125",36.075458,-5.699025,"Archaeological",NA
"GDM.1903","GDM.1903","Ore mix","OMZ",NA,18.519,15.65,38.501,0.845,2.079,173,9.7,3.8809,"Nocete et al., 2018","Ref.125",37.954649,-6.352815,"Geological","Ossa Morena Zone"
"GDM.1904","GDM.1904","unk","BC","Cu",18.724,15.665,39.029,0.837,2.084,48,9.72,4.022,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Geological","Betic Cordillera"
"GDM.1905","GDM.1905","unk","BC","Cu",18.546,15.646,38.64,0.844,2.083,145,9.68,3.9339,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Geological","Betic Cordillera"
"GDM.1906","GDM.1906","unk","BC","Cu",19.234,15.69,38.69,0.816,2.013,-288,9.73,3.5578,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Geological","Betic Cordillera"
"GDM.1907","GDM.1907","unk","BC","Cu",19.117,15.714,38.812,0.822,2.03,-148,9.84,3.6901,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Geological","Betic Cordillera"
"GDM.1908","GDM.1908","unk","BC","Cu",18.612,15.8,39.028,0.849,2.097,384,10.27,4.1447,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Geological","Betic Cordillera"
"GDM.1909","GDM.1909","Cu mineral",NA,NA,18.484,15.657,38.652,0.847,2.091,213,9.74,3.9852,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1910","GDM.1910","Cu mineral",NA,NA,20.132,15.764,38.745,0.783,1.925,-821,9.91,3.1546,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1911","GDM.1911","Cu mineral",NA,NA,18.645,15.656,38.638,0.84,2.072,90,9.7,3.8721,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1912","GDM.1912","Cu mineral",NA,NA,20.099,15.769,38.857,0.785,1.933,-783,9.93,3.2175,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1913","GDM.1913","Cu mineral",NA,NA,18.478,15.641,38.513,0.846,2.084,186,9.67,3.9108,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1914","GDM.1914","Cu mineral",NA,NA,18.654,15.676,38.924,0.84,2.087,123,9.77,4.0192,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1915","GDM.1915","Cu mineral",NA,NA,18.455,15.627,38.377,0.847,2.08,176,9.62,3.8497,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1916","GDM.1916","Cu mineral",NA,NA,18.9,15.679,38.832,0.83,2.055,-56,9.74,3.8171,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1917","GDM.1917","Cu mineral",NA,NA,18.789,15.669,38.714,0.834,2.061,7,9.72,3.824,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1918","GDM.1918","Cu metal",NA,NA,22.209,15.88,39.008,0.715,1.756,-2263,10.21,2.4972,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1919","GDM.1919","Cu metal",NA,NA,18.604,15.656,38.659,0.842,2.078,121,9.71,3.9093,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1920","GDM.1920","Cu metal",NA,NA,21.083,15.819,39.025,0.75,1.851,-1457,10.04,2.8794,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1921","GDM.1921","Cu metal",NA,NA,19.97,15.793,38.909,0.791,1.948,-626,10.02,3.3086,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1922","GDM.1922","Cu metal",NA,NA,19.302,15.722,38.64,0.815,2.002,-271,9.84,3.5083,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1923","GDM.1923","Cu metal",NA,NA,18.305,15.621,38.251,0.853,2.09,278,9.63,3.8794,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1924","GDM.1924","Cu metal",NA,NA,18.224,15.611,38.171,0.857,2.095,319,9.61,3.8869,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1925","GDM.1925","Cu metal",NA,NA,18.511,15.657,38.629,0.846,2.087,193,9.73,3.9552,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1926","GDM.1926","Cu metal",NA,NA,18.816,15.656,38.706,0.832,2.057,-40,9.67,3.7986,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1927","GDM.1927","Cu metal",NA,NA,18.484,15.635,38.416,0.846,2.078,170,9.65,3.854,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1928","GDM.1928","Cu metal",NA,NA,18.2,15.618,38.166,0.858,2.097,351,9.65,3.9028,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1929","GDM.1929","Cu metal",NA,NA,18.571,15.662,38.812,0.843,2.09,158,9.74,4.012,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1930","GDM.1930","Cu metal",NA,NA,18.454,15.637,38.525,0.847,2.088,197,9.66,3.9315,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1931","GDM.1931","Cu metal",NA,NA,18.701,15.631,38.741,0.836,2.072,-3,9.59,3.8794,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1932","GDM.1932","Cu metal",NA,NA,18.2,15.62,38.243,0.858,2.101,355,9.65,3.9457,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1933","GDM.1933","Cu metal",NA,NA,18.471,15.62,38.294,0.846,2.073,150,9.59,3.7934,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1934","GDM.1934","Cu metal",NA,NA,18.222,15.666,38.362,0.86,2.105,424,9.83,4.0116,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1935","GDM.1935","Cu metal",NA,NA,18.299,15.643,38.32,0.855,2.094,324,9.72,3.9282,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1936","GDM.1936","Cu metal",NA,NA,18.172,15.609,38.16,0.859,2.1,355,9.62,3.9155,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1937","GDM.1937","Cu metal",NA,NA,18.291,15.624,38.335,0.854,2.096,294,9.65,3.9351,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1938","GDM.1938","Cu metal",NA,NA,18.346,15.619,38.249,0.851,2.085,243,9.62,3.8505,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
"GDM.1939","GDM.1939","Cu metal",NA,NA,20.348,15.774,39.059,0.775,1.92,-970,9.92,3.1862,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319,"Archaeological",NA
