"","code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude","sample.type1","geol.zone"
"GDM.1459","GDM.1459","Pb metal",NA,NA,18.158,15.586,38.214,0.858,2.104,321,9.53,3.9467,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1460","GDM.1460","Pb metal",NA,NA,18.184,15.63,38.26,0.859,2.104,385,9.7,3.9695,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1461","GDM.1461","Pb metal",NA,NA,18.123,15.575,38.178,0.859,2.106,327,9.49,3.9472,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1462","GDM.1462","Pb metal",NA,NA,18.162,15.608,38.186,0.859,2.102,360,9.62,3.9363,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1463","GDM.1463","Pb metal",NA,NA,18.185,15.634,38.202,0.86,2.101,392,9.71,3.9383,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1464","GDM.1464","Pb metal",NA,NA,18.275,15.656,38.276,0.857,2.094,366,9.78,3.9251,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1465","GDM.1465","Pb metal",NA,NA,18.153,15.586,38.22,0.858,2.105,325,9.53,3.9535,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1466","GDM.1466","Pb metal",NA,NA,18.292,15.596,38.302,0.853,2.093,239,9.54,3.9068,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1467","GDM.1467","Pb metal",NA,NA,18.104,15.536,38.205,0.858,2.11,265,9.34,3.9613,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1468","GDM.1468","Pb metal",NA,NA,18.146,15.61,38.267,0.86,2.109,376,9.63,3.9928,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1469","GDM.1469","Pb metal",NA,NA,18.156,15.606,38.25,0.859,2.107,361,9.61,3.975,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1470","GDM.1470","Pb metal",NA,NA,18.201,15.605,38.259,0.857,2.102,325,9.59,3.9485,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1471","GDM.1471","Pb metal",NA,NA,18.144,15.595,38.272,0.859,2.109,349,9.57,3.9916,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1472","GDM.1472","Pb metal",NA,NA,18.234,15.664,38.62,0.859,2.117,411,9.82,4.1436,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1473","GDM.1473","Pb metal",NA,NA,18.17,15.648,38.372,0.861,2.111,429,9.78,4.0472,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1474","GDM.1474","Pb metal",NA,NA,18.17,15.607,38.277,0.859,2.107,352,9.61,3.9805,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1475","GDM.1475","Pb metal",NA,NA,18.075,15.535,38.172,0.859,2.112,285,9.35,3.963,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1476","GDM.1476","Pb metal",NA,NA,18.125,15.617,38.395,0.862,2.118,405,9.66,4.0809,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1477","GDM.1477","Pb metal",NA,NA,18.21,15.651,38.411,0.859,2.109,405,9.78,4.0416,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1478","GDM.1478","Pb metal",NA,NA,18.251,15.643,38.379,0.857,2.103,360,9.73,3.9929,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1479","GDM.1479","Pb metal",NA,NA,18.18,15.64,38.394,0.86,2.112,407,9.74,4.0495,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1480","GDM.1480","Pb metal",NA,NA,18.164,15.637,38.368,0.861,2.112,413,9.73,4.0454,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1481","GDM.1481","Pb metal",NA,NA,18.186,15.647,38.398,0.86,2.111,415,9.77,4.0499,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1482","GDM.1482","Pb metal",NA,NA,18.152,15.611,38.387,0.86,2.115,374,9.63,4.0551,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1483","GDM.1483","Pb metal",NA,NA,18.141,15.623,38.345,0.861,2.114,404,9.68,4.044,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1484","GDM.1484","Ore mix","OMZ",NA,18.85,15.647,38.852,0.83,2.061,-84,9.63,3.8463,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1485","GDM.1485","Ore mix","OMZ",NA,19.285,15.679,39.206,0.813,2.033,-352,9.69,3.7634,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1486","GDM.1486","Ore mix","OMZ",NA,19.1,15.675,39.019,0.821,2.043,-217,9.7,3.7843,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1487","GDM.1487","Ore mix","OMZ",NA,19.331,15.683,39.391,0.811,2.038,-379,9.69,3.8227,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1488","GDM.1488","Ore mix","OMZ",NA,20.26,15.762,39.661,0.778,1.958,-929,9.89,3.4641,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1489","GDM.1489","Ore mix","OMZ",NA,20.244,15.762,39.698,0.779,1.961,-916,9.89,3.487,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1490","GDM.1490","Ore mix","OMZ",NA,20.068,15.751,39.648,0.785,1.976,-802,9.86,3.5521,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1491","GDM.1491","Ore mix","OMZ",NA,18.51,15.643,38.873,0.845,2.1,166,9.68,4.0779,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1492","GDM.1492","Ore mix","OMZ",NA,18.606,15.646,38.991,0.841,2.096,100,9.67,4.0745,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1493","GDM.1493","Ore mix","OMZ",NA,21.598,15.821,40.85,0.733,1.891,-1898,10.02,3.3021,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1494","GDM.1494","Ore mix","OMZ",NA,21.453,15.83,41.048,0.738,1.913,-1743,10.06,3.4383,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1495","GDM.1495","Ore mix","OMZ",NA,23.174,15.907,41.834,0.686,1.805,-3103,10.28,3.0083,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1496","GDM.1496","Ore mix","OMZ",NA,21.974,15.834,41.874,0.721,1.906,-2198,10.06,3.4773,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1497","GDM.1497","Ore mix","OMZ",NA,19.35,15.701,39.236,0.811,2.028,-354,9.76,3.7475,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1498","GDM.1498","Ore mix","OMZ",NA,21.421,15.826,39.757,0.739,1.856,-1727,10.05,3.0061,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1499","GDM.1499","Ore mix","OMZ",NA,18.449,15.645,38.702,0.848,2.098,216,9.7,4.0308,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1500","GDM.1500","Ore mix","OMZ",NA,18.446,15.651,38.726,0.849,2.099,230,9.72,4.0476,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1501","GDM.1501","Ore mix","OMZ",NA,18.458,15.645,38.714,0.848,2.097,209,9.69,4.031,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1502","GDM.1502","Ore mix","OMZ",NA,21.011,15.765,39.965,0.75,1.902,-1549,9.85,3.2285,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1503","GDM.1503","Ore mix","OMZ",NA,19.665,15.689,40.176,0.798,2.043,-629,9.68,3.9758,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1504","GDM.1504","Ore mix","OMZ",NA,19.17,15.683,39.471,0.818,2.059,-254,9.72,3.9577,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1505","GDM.1505","Ore mix","OMZ",NA,19.536,15.68,39.726,0.803,2.034,-547,9.66,3.8512,"Grauss, 2016","Ref.110",38.150836,-7.025934,"Geological","Ossa Morena Zone"
"GDM.1506","GDM.1506","Ore mix","SPZ",NA,18.248,15.622,38.339,0.856,2.101,322,9.65,3.9659,"Grauss, 2016","Ref.110",37.544102,-7.547906,"Geological","South Portuguese Zone"
"GDM.1507","GDM.1507","Ore mix","SPZ",NA,18.201,15.624,38.208,0.858,2.099,361,9.67,3.9272,"Grauss, 2016","Ref.110",37.665913,-7.500165,"Geological","South Portuguese Zone"
"GDM.1508","GDM.1508","Ore mix","SPZ",NA,18.219,15.643,38.274,0.859,2.101,383,9.74,3.9576,"Grauss, 2016","Ref.110",37.665913,-7.500165,"Geological","South Portuguese Zone"
"GDM.1509","GDM.1509","Ore mix","SPZ",NA,18.159,15.624,38.221,0.86,2.105,393,9.68,3.9632,"Grauss, 2016","Ref.110",37.665913,-7.500165,"Geological","South Portuguese Zone"
"GDM.1510","GDM.1510","Ore mix","SPZ",NA,18.168,15.635,38.262,0.861,2.106,406,9.72,3.9834,"Grauss, 2016","Ref.110",37.665913,-7.500165,"Geological","South Portuguese Zone"
"GDM.1511","GDM.1511","Ore mix","SPZ",NA,19.415,15.685,39.515,0.808,2.035,-440,9.69,3.8301,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1512","GDM.1512","Ore mix","SPZ",NA,19.318,15.686,39.465,0.812,2.043,-362,9.71,3.8655,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1513","GDM.1513","Ore mix","SPZ",NA,18.648,15.586,38.719,0.836,2.076,-56,9.43,3.8856,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1514","GDM.1514","Ore mix","SPZ",NA,18.466,15.633,38.539,0.847,2.087,180,9.65,3.9295,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1515","GDM.1515","Ore mix","SPZ",NA,20.318,15.724,40.577,0.774,1.997,-1073,9.75,3.784,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1516","GDM.1516","Ore mix","SPZ",NA,20.216,15.712,40.379,0.777,1.997,-1020,9.72,3.7553,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1517","GDM.1517","Ore mix","SPZ",NA,20.489,15.729,40.269,0.768,1.965,-1203,9.76,3.5754,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1518","GDM.1518","Ore mix","SPZ",NA,21.285,15.783,40.531,0.742,1.904,-1736,9.91,3.3149,"Grauss, 2016","Ref.110",37.549147,-8.017026,"Geological","South Portuguese Zone"
"GDM.1519","GDM.1519","Ore mix","SPZ",NA,19.778,15.688,39.35,0.793,1.99,-722,9.66,3.555,"Grauss, 2016","Ref.110",37.449998,-7.748198,"Geological","South Portuguese Zone"
"GDM.1520","GDM.1520","Ore mix","SPZ",NA,18.8,15.636,38.724,0.832,2.06,-69,9.6,3.8102,"Grauss, 2016","Ref.110",37.403517,-7.717722,"Geological","South Portuguese Zone"
"GDM.1521","GDM.1521","Ore mix","SPZ",NA,18.787,15.646,38.75,0.833,2.063,-38,9.64,3.8349,"Grauss, 2016","Ref.110",37.403517,-7.717722,"Geological","South Portuguese Zone"
"GDM.1522","GDM.1522","Ore mix","SPZ",NA,18.518,15.631,38.508,0.844,2.079,136,9.63,3.8784,"Grauss, 2016","Ref.110",37.394778,-7.657154,"Geological","South Portuguese Zone"
"GDM.1523","GDM.1523","Ore mix","SPZ",NA,18.977,15.654,38.962,0.825,2.053,-167,9.64,3.8238,"Grauss, 2016","Ref.110",37.394778,-7.657154,"Geological","South Portuguese Zone"
"GDM.1524","GDM.1524","Ore mix","SPZ",NA,18.402,15.629,38.388,0.849,2.086,220,9.64,3.8909,"Grauss, 2016","Ref.110",37.394778,-7.657154,"Geological","South Portuguese Zone"
"GDM.1525","GDM.1525","Ore mix","OMZ",NA,18.845,15.662,38.785,0.831,2.058,-49,9.69,3.8219,"Grauss, 2016","Ref.110",39.092746,-9.207905,"Geological","Ossa Morena Zone"
"GDM.1526","GDM.1526","Ore mix","OMZ",NA,18.864,15.668,38.835,0.831,2.059,-51,9.71,3.8369,"Grauss, 2016","Ref.110",39.092746,-9.207905,"Geological","Ossa Morena Zone"
"GDM.1527","GDM.1527","Ore mix","OMZ",NA,18.845,15.668,38.759,0.831,2.057,-37,9.71,3.8112,"Grauss, 2016","Ref.110",39.092746,-9.207905,"Geological","Ossa Morena Zone"
"GDM.1528","GDM.1528","Ore mix","OMZ",NA,18.806,15.665,38.712,0.833,2.058,-14,9.7,3.811,"Grauss, 2016","Ref.110",39.092746,-9.207905,"Geological","Ossa Morena Zone"
"GDM.1529","GDM.1529","Ore mix","OMZ",NA,19.201,15.695,38.932,0.817,2.028,-252,9.76,3.6911,"Grauss, 2016","Ref.110",39.092746,-9.207905,"Geological","Ossa Morena Zone"
"GDM.1530","GDM.1530","Ore mix","SPZ",NA,18.188,15.611,38.133,0.858,2.097,347,9.62,3.8905,"Grauss, 2016","Ref.110",37.877309,-8.181882,"Geological","South Portuguese Zone"
"GDM.1531","GDM.1531","Ore mix","SPZ",NA,18.18,15.608,38.138,0.859,2.098,347,9.61,3.8976,"Grauss, 2016","Ref.110",37.877309,-8.181882,"Geological","South Portuguese Zone"
"GDM.1532","GDM.1532","Ore mix","SPZ",NA,19.131,15.661,39.465,0.819,2.063,-272,9.64,3.9707,"Grauss, 2016","Ref.110",38.013423,-8.698227,"Geological","South Portuguese Zone"
"GDM.1533","GDM.1533","Ore mix","SPZ",NA,18.17,15.628,38.233,0.86,2.104,392,9.69,3.9636,"Grauss, 2016","Ref.110",38.039079,-8.422756,"Geological","South Portuguese Zone"
"GDM.1534","GDM.1534","Ore mix","SPZ",NA,20.178,15.733,40.069,0.78,1.986,-935,9.79,3.6594,"Grauss, 2016","Ref.110",38.039079,-8.422756,"Geological","South Portuguese Zone"
"GDM.1535","GDM.1535","Ore mix","SPZ",NA,18.226,15.645,38.264,0.858,2.099,382,9.75,3.948,"Grauss, 2016","Ref.110",38.039079,-8.422756,"Geological","South Portuguese Zone"
"GDM.1536","GDM.1536","Ore mix","OMZ",NA,22.494,15.836,41.609,0.704,1.85,-2689,10.05,3.1731,"Grauss, 2016","Ref.110",38.370734,-7.92489,"Geological","Ossa Morena Zone"
"GDM.1537","GDM.1537","Ore mix","OMZ",NA,20.33,15.703,39.239,0.772,1.93,-1139,9.68,3.2397,"Grauss, 2016","Ref.110",38.370734,-7.92489,"Geological","Ossa Morena Zone"
"GDM.1538","GDM.1538","Ore mix","OMZ",NA,18.558,15.605,38.411,0.841,2.07,53,9.52,3.7932,"Grauss, 2016","Ref.110",38.370734,-7.92489,"Geological","Ossa Morena Zone"
"GDM.1539","GDM.1539","Ore mix","OMZ",NA,18.859,15.632,39.002,0.829,2.068,-123,9.57,3.9087,"Grauss, 2016","Ref.110",38.370734,-7.92489,"Geological","Ossa Morena Zone"
"GDM.1540","GDM.1540","Ore mix","OMZ",NA,19.634,15.65,39.309,0.797,2.002,-698,9.54,3.6004,"Grauss, 2016","Ref.110",38.798632,-7.781737,"Geological","Ossa Morena Zone"
"GDM.1541","GDM.1541","Ore mix","OMZ",NA,22.843,15.769,39.023,0.69,1.708,-3325,9.83,2.2667,"Grauss, 2016","Ref.110",38.798632,-7.781737,"Geological","Ossa Morena Zone"
"GDM.1542","GDM.1542","Ore mix","OMZ",NA,19.875,15.701,38.965,0.79,1.96,-769,9.7,3.3464,"Grauss, 2016","Ref.110",38.445629,-8.633279,"Geological","Ossa Morena Zone"
"GDM.1543","GDM.1543","Ore mix","OMZ",NA,19.096,15.642,38.706,0.819,2.027,-286,9.57,3.6263,"Grauss, 2016","Ref.110",38.616103,-8.329456,"Geological","Ossa Morena Zone"
"GDM.1544","GDM.1544","Ore mix","OMZ",NA,18.332,15.613,38.387,0.852,2.094,242,9.6,3.9315,"Grauss, 2016","Ref.110",38.616103,-8.329456,"Geological","Ossa Morena Zone"
"GDM.1545","GDM.1545","Ore mix","OMZ",NA,24.897,15.949,43.729,0.641,1.756,-4909,10.41,2.8866,"Grauss, 2016","Ref.110",38.616103,-8.329456,"Geological","Ossa Morena Zone"
"GDM.1546","GDM.1546","Ore mix","OMZ",NA,18.038,15.576,38.039,0.864,2.109,393,9.52,3.9293,"Grauss, 2016","Ref.110",38.616103,-8.329456,"Geological","Ossa Morena Zone"
"GDM.1547","GDM.1547","Ore mix","OMZ",NA,18.155,15.595,38.12,0.859,2.1,341,9.57,3.9002,"Grauss, 2016","Ref.110",38.616103,-8.329456,"Geological","Ossa Morena Zone"
"GDM.1548","GDM.1548","Ore mix","OMZ",NA,18.211,15.609,38.216,0.857,2.098,325,9.61,3.9196,"Grauss, 2016","Ref.110",38.616103,-8.329456,"Geological","Ossa Morena Zone"
"GDM.1549","GDM.1549","Ore mix","OMZ",NA,19.361,15.684,38.96,0.81,2.012,-400,9.69,3.609,"Grauss, 2016","Ref.110",38.965005,-7.512226,"Geological","Ossa Morena Zone"
"GDM.1550","GDM.1550","Ore mix","OMZ",NA,22.051,15.817,43.522,0.717,1.974,-2327,10,3.9566,"Grauss, 2016","Ref.110",38.696141,-7.319606,"Geological","Ossa Morena Zone"
"GDM.1551","GDM.1551","Ore mix","OMZ",NA,24.666,16.053,41.079,0.651,1.665,-4081,10.75,2.3974,"Grauss, 2016","Ref.110",38.619424,-7.268423,"Geological","Ossa Morena Zone"
"GDM.1552","GDM.1552","Ore mix","OMZ",NA,20.285,15.741,39.01,0.776,1.923,-1002,9.81,3.1836,"Grauss, 2016","Ref.110",39.080355,-7.143595,"Geological","Ossa Morena Zone"
"GDM.1553","GDM.1553","Ore mix","OMZ",NA,18.282,15.624,38.378,0.855,2.099,301,9.65,3.9644,"Grauss, 2016","Ref.110",39.080355,-7.143595,"Geological","Ossa Morena Zone"
"GDM.1554","GDM.1554","Ore mix","OMZ",NA,18.228,15.621,38.359,0.857,2.104,335,9.65,3.9902,"Grauss, 2016","Ref.110",39.080355,-7.143595,"Geological","Ossa Morena Zone"
"GDM.1555","GDM.1555","Ore mix","OMZ",NA,18.274,15.615,38.352,0.855,2.099,289,9.62,3.9527,"Grauss, 2016","Ref.110",39.080355,-7.143595,"Geological","Ossa Morena Zone"
"GDM.1556","GDM.1556","Ore mix","OMZ",NA,17.437,15.496,37.537,0.889,2.153,703,9.37,4.0462,"Grauss, 2016","Ref.110",39.080355,-7.143595,"Geological","Ossa Morena Zone"
"GDM.1557","GDM.1557","Ore mix","OMZ",NA,18.196,15.589,38.073,0.857,2.092,298,9.53,3.8447,"Grauss, 2016","Ref.110",38.786978,-8.331498,"Geological","Ossa Morena Zone"
"GDM.1558","GDM.1558","Ore mix","NIM",NA,18.209,15.598,38.199,0.857,2.098,306,9.56,3.9078,"Grauss, 2016","Ref.110",39.656698,-7.671686,"Geological","Northern branch of the Iberian Massif"
"GDM.1559","GDM.1559","Ore mix","NIM",NA,20.675,15.742,38.292,0.761,1.852,-1325,9.79,2.741,"Grauss, 2016","Ref.110",39.656698,-7.671686,"Geological","Northern branch of the Iberian Massif"
"GDM.1560","GDM.1560","Ore mix","NIM",NA,22.038,15.863,38.586,0.72,1.751,-2162,10.15,2.4119,"Grauss, 2016","Ref.110",39.656698,-7.671686,"Geological","Northern branch of the Iberian Massif"
"GDM.1561","GDM.1561","Ore mix","OMZ",NA,18.377,15.609,38.406,0.849,2.09,200,9.57,3.91,"Grauss, 2016","Ref.110",38.965005,-7.512226,"Geological","Ossa Morena Zone"
"GDM.1562","GDM.1562","Ore mix","OMZ",NA,18.548,15.629,38.422,0.843,2.071,110,9.61,3.8138,"Grauss, 2016","Ref.110",38.965005,-7.512226,"Geological","Ossa Morena Zone"
"GDM.1563","GDM.1563","Ore mix","OMZ",NA,18.281,15.68,38.531,0.858,2.108,406,9.88,4.0676,"Grauss, 2016","Ref.110",38.965005,-7.512226,"Geological","Ossa Morena Zone"
"GDM.1564","GDM.1564","Ore mix","OMZ",NA,18.553,15.638,39.739,0.843,2.142,124,9.65,4.494,"Grauss, 2016","Ref.110",38.965005,-7.512226,"Geological","Ossa Morena Zone"
"GDM.1565","GDM.1565","Ore mix","SPZ",NA,18.241,15.653,38.317,0.858,2.101,386,9.78,3.9695,"Grauss, 2016","Ref.110",37.561835,-7.933411,"Geological","South Portuguese Zone"
"GDM.1566","GDM.1566","Ore mix","SPZ",NA,18.184,15.618,38.175,0.859,2.099,363,9.65,3.9187,"Grauss, 2016","Ref.110",37.561835,-7.933411,"Geological","South Portuguese Zone"
"GDM.1567","GDM.1567","Ore mix","SPZ",NA,18.197,15.633,38.236,0.859,2.101,381,9.71,3.9484,"Grauss, 2016","Ref.110",37.561835,-7.933411,"Geological","South Portuguese Zone"
"GDM.1568","GDM.1568","Ore mix","OMZ",NA,18.977,15.643,39.066,0.824,2.059,-191,9.59,3.8698,"Grauss, 2016","Ref.110",38.526526,-7.952071,"Geological","Ossa Morena Zone"
"GDM.1569","GDM.1569","Ore mix","OMZ",NA,18.287,15.606,38.33,0.853,2.096,262,9.58,3.9288,"Grauss, 2016","Ref.110",38.526526,-7.952071,"Geological","Ossa Morena Zone"
"GDM.1570","GDM.1570","Ore mix","OMZ",NA,18.271,15.6,38.318,0.854,2.097,263,9.56,3.931,"Grauss, 2016","Ref.110",38.526526,-7.952071,"Geological","Ossa Morena Zone"
"GDM.2844","GDM.2844","Cu metal",NA,NA,18.463,15.629,38.453,0.846,2.083,173,9.63,3.8846,"Montero-Ruiz et al., 2016","Ref.111",42.413201,-7.652756,"Archaeological",NA
"GDM.2845","GDM.2845","Cu metal",NA,NA,18.292,15.651,38.403,0.856,2.099,344,9.76,3.9801,"Montero-Ruiz et al., 2016","Ref.111",37.268965,-1.794853,"Archaeological",NA
"GDM.1571","GDM.1571","Silver",NA,NA,18.309,15.657,38.47,0.855,2.101,343,9.78,4.0072,"Murillo-Barroso et al., 2016","Ref.112",36.734444,-3.689167,"Archaeological",NA
"GDM.1572","GDM.1572","Silver",NA,NA,18.437,15.675,38.656,0.85,2.097,282,9.82,4.0254,"Murillo-Barroso et al., 2016","Ref.112",36.734444,-3.689167,"Archaeological",NA
"GDM.1573","GDM.1573","Silver",NA,NA,18.221,15.617,38.366,0.857,2.106,333,9.64,3.9974,"Murillo-Barroso et al., 2016","Ref.112",39.321111,-6.384722,"Archaeological",NA
"GDM.1574","GDM.1574","Silver",NA,NA,18.576,15.67,38.771,0.844,2.087,169,9.77,3.9904,"Murillo-Barroso et al., 2016","Ref.112",39.414311,-3.341567,"Archaeological",NA
"GDM.1575","GDM.1575","Silver",NA,NA,18.398,15.638,38.623,0.85,2.099,241,9.68,4.0213,"Murillo-Barroso et al., 2016","Ref.112",41.268889,1.559167,"Archaeological",NA
"GDM.1576","GDM.1576","Silver",NA,NA,18.585,15.664,38.663,0.843,2.08,151,9.74,3.9266,"Murillo-Barroso et al., 2016","Ref.112",38.504167,-0.236666,"Archaeological",NA
"GDM.1577","GDM.1577","Silver",NA,NA,18.754,15.669,38.74,0.835,2.066,34,9.73,3.859,"Murillo-Barroso et al., 2016","Ref.112",38.504167,-0.236666,"Archaeological",NA
"GDM.1578","GDM.1578","Silver",NA,NA,18.638,15.666,38.824,0.841,2.083,115,9.74,3.9752,"Murillo-Barroso et al., 2016","Ref.112",38.504167,-0.236666,"Archaeological",NA
"GDM.1579","GDM.1579","Silver",NA,NA,18.312,15.646,38.455,0.854,2.1,320,9.73,3.9932,"Murillo-Barroso et al., 2016","Ref.112",36.671944,-4.463611,"Archaeological",NA
"GDM.1580","GDM.1580","Silver",NA,NA,18.321,15.662,38.571,0.855,2.105,343,9.79,4.0551,"Murillo-Barroso et al., 2016","Ref.112",36.743104,-4.014082,"Archaeological",NA
"GDM.1581","GDM.1581","Silver",NA,NA,18.312,15.619,38.437,0.853,2.099,269,9.62,3.974,"Murillo-Barroso et al., 2016","Ref.112",36.742628,-4.117008,"Archaeological",NA
"GDM.1582","GDM.1582","Silver",NA,NA,18.428,15.647,38.612,0.849,2.095,235,9.71,3.9984,"Murillo-Barroso et al., 2016","Ref.112",36.735278,-4.114444,"Archaeological",NA
"GDM.1583","GDM.1583","Silver",NA,NA,18.223,15.609,38.343,0.857,2.104,316,9.61,3.9806,"Murillo-Barroso et al., 2016","Ref.112",36.671944,-4.48,"Archaeological",NA
"GDM.1584","GDM.1584","Silver",NA,NA,18.319,15.649,38.477,0.854,2.1,321,9.74,4.0013,"Murillo-Barroso et al., 2016","Ref.112",41.068229,0.759401,"Archaeological",NA
"GDM.1585","GDM.1585","Silver",NA,NA,18.68,15.693,38.969,0.84,2.086,137,9.84,4.0311,"Murillo-Barroso et al., 2016","Ref.112",41.048052,0.386494,"Archaeological",NA
