"code","outcrop","analysed.material","period","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.1090","Peñalosa","Galena","Bronze Age",18.292,15.635,38.411,0.855,2.1,314,9.69,3.9793,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1091","Peñalosa","Pb mineral","Bronze Age",19.483,15.667,38.607,0.804,1.982,-535,9.62,3.378,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1092","Peñalosa","Cu metal","Bronze Age",18.75,15.678,38.724,0.836,2.065,55,9.76,3.8567,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1093","Peñalosa","Cu metal","Bronze Age",18.295,15.626,38.421,0.854,2.1,295,9.66,3.9795,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1094","Peñalosa","Galena","Bronze Age",18.305,15.685,38.426,0.857,2.099,398,9.89,3.9958,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1095","Peñalosa","Galena","Bronze Age",18.292,15.665,38.363,0.856,2.097,370,9.81,3.9638,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.0738","Pecio del Cobre","Cu metal","Roman",18.203,15.633,38.255,0.859,2.102,376,9.71,3.9542,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0739","Pecio del Cobre","Cu metal","Roman",18.194,15.636,38.241,0.859,2.102,388,9.72,3.954,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0740","Pecio del Cobre","Cu metal","Roman",18.195,15.631,38.237,0.859,2.102,379,9.7,3.9495,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0741","Pecio del Cobre","Cu metal","Roman",18.202,15.633,38.251,0.859,2.101,377,9.71,3.953,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0742","Pecio del Cobre","Cu metal","Roman",18.201,15.629,38.245,0.859,2.101,371,9.69,3.949,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0743","Pecio del Cobre","Cu metal","Roman",18.191,15.631,38.223,0.859,2.101,382,9.7,3.9447,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0744","Pecio del Cobre","Cu metal","Roman",18.222,15.621,38.336,0.857,2.104,341,9.66,3.9817,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0745","Pecio del Cobre","Cu metal","Roman",18.202,15.632,38.265,0.859,2.102,375,9.7,3.9607,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0746","Pecio del Cobre","Cu metal","Roman",18.191,15.631,38.225,0.859,2.101,382,9.7,3.9459,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0747","Pecio del Cobre","Cu metal","Roman",18.193,15.633,38.232,0.859,2.102,385,9.71,3.9492,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0748","Pecio del Cobre","Cu metal","Roman",18.201,15.632,38.241,0.859,2.101,376,9.7,3.948,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0749","Pecio del Cobre","Cu metal","Roman",18.211,15.632,38.268,0.858,2.101,368,9.7,3.9555,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0750","Pecio del Cobre","Cu metal","Roman",18.221,15.632,38.29,0.858,2.101,363,9.7,3.9614,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0751","Pecio del Cobre","Cu metal","Roman",18.204,15.635,38.269,0.859,2.102,380,9.71,3.9626,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0752","Pecio del Cobre","Cu metal","Roman",18.192,15.634,38.234,0.859,2.102,386,9.71,3.951,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0753","Pecio del Cobre","Cu metal","Roman",18.204,15.633,38.266,0.859,2.102,376,9.71,3.9598,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0754","Pecio del Cobre","Cu metal","Roman",18.231,15.626,38.324,0.857,2.102,342,9.67,3.971,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0755","Pecio del Cobre","Cu metal","Roman",18.194,15.632,38.233,0.859,2.101,381,9.7,3.9488,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0756","Pecio del Cobre","Cu metal","Roman",18.197,15.631,38.245,0.859,2.102,378,9.7,3.9527,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.0757","Pecio del Cobre","Cu metal","Roman",18.205,15.636,38.26,0.859,2.102,382,9.72,3.9576,"Klein et al., 2007","Ref.045",36.347094,-6.156381
"GDM.2622","Mocissos","Cu metal",NA,18.07,15.58,38.06,0.86,2.11,377,9.53,3.9202,"Hanning, 2008","Ref.047",38.619402,-7.267953
"GDM.2623","Mocissos","Cu metal",NA,21.11,15.76,39.53,0.75,1.87,-1650,9.83,3.0278,"Hanning, 2008","Ref.047",38.619402,-7.267953
"GDM.2624","Mostardeira","Cu metal",NA,18.08,15.59,38.1,0.86,2.11,388,9.56,3.939,"Hanning, 2008","Ref.047",38.894345,-7.544981
"GDM.2625","<U+FEFF>Merces I","Cu metal",NA,21.08,15.8,40.65,0.75,1.93,-1508,9.97,3.4585,"Hanning, 2008","Ref.047",38.146008,-7.026482
"GDM.2626","<U+FEFF>Merces I","Cu metal",NA,21.42,15.82,40.97,0.74,1.91,-1744,10.03,3.4221,"Hanning, 2008","Ref.047",38.146008,-7.026482
"GDM.2627","Entre Aguas","Cu metal",NA,18.62,15.65,38.43,0.84,2.06,97,9.68,3.7797,"Hanning, 2008","Ref.047",38.520038,-7.954153
"GDM.2628","Entre Aguas","Cu metal",NA,18.68,15.65,38.51,0.84,2.06,52,9.67,3.7829,"Hanning, 2008","Ref.047",38.520038,-7.954153
"GDM.0779","Leceia","Cu metal","Copper Age",18.474,15.662,38.576,0.848,2.088,230,9.76,3.9539,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0780","Leceia","Cu metal","Copper Age",18.341,15.632,38.296,0.852,2.088,272,9.67,3.8835,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0781","Leceia","Cu metal","Copper Age",18.24,15.644,38.3,0.858,2.1,370,9.74,3.9578,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0782","Leceia","Cu metal","Copper Age",18.496,15.648,38.466,0.846,2.08,186,9.7,3.8769,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0783","Leceia","Cu metal","Copper Age",18.254,15.64,38.279,0.857,2.097,352,9.72,3.9354,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0784","Leceia","Cu metal","Copper Age",18.473,15.647,38.468,0.847,2.082,202,9.7,3.8926,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0785","Leceia","Cu metal","Copper Age",18.257,15.639,38.303,0.857,2.098,348,9.72,3.9461,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0786","Leceia","Cu metal","Copper Age",18.303,15.612,38.445,0.853,2.1,262,9.6,3.9819,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0787","Leceia","Cu metal","Copper Age",18.293,15.63,38.258,0.854,2.091,304,9.67,3.8943,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0788","Leceia","Cu metal","Copper Age",18.537,15.642,38.772,0.844,2.092,144,9.67,4.0068,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0789","Leceia","Cu metal","Copper Age",17.642,15.56,37.512,0.882,2.126,662,9.57,3.8989,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0790","Leceia","Cu metal","Copper Age",18.589,15.695,38.752,0.844,2.085,208,9.86,3.9809,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0791","Leceia","Cu metal","Copper Age",18.421,15.667,38.47,0.851,2.088,279,9.79,3.935,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0792","Leceia","Cu metal","Copper Age",18.345,15.635,38.348,0.852,2.09,275,9.68,3.9096,"Müller&Cardoso, 2008","Ref.048",38.727963,-9.281748
"GDM.0793","VNSP","Cu metal","Copper Age",NA,NA,NA,0.817,2.023,NA,NA,NA,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0794","VNSP","Cu metal","Copper Age",NA,NA,NA,0.854,2.091,NA,NA,NA,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0795","VNSP","Cu metal","Copper Age",NA,NA,NA,0.843,2.047,NA,NA,NA,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0796","VNSP","Cu metal","Copper Age",NA,NA,NA,0.851,2.086,NA,NA,NA,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0797","VNSP","Cu metal","Copper Age",18.122,15.608,38.332,0.861,2.115,390,9.63,4.0449,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0798","VNSP","Cu metal","Copper Age",18.354,15.634,38.558,0.852,2.101,266,9.67,4.0154,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0799","VNSP","Cu metal","Copper Age",18.2,15.645,38.464,0.86,2.113,401,9.76,4.0756,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0800","VNSP","Cu metal","Copper Age",18.736,15.69,38.718,0.837,2.066,89,9.81,3.8668,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0801","VNSP","Cu metal","Copper Age",18.382,15.599,38.178,0.849,2.077,176,9.53,3.7823,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0802","VNSP","Cu metal","Copper Age",18.68,15.641,38.486,0.837,2.06,33,9.63,3.7676,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0803","VNSP","Cu metal","Copper Age",18.273,15.656,38.324,0.857,2.097,368,9.78,3.9525,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0804","VNSP","Cu metal","Copper Age",18.409,15.659,38.473,0.851,2.09,273,9.76,3.9418,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0805","VNSP","Cu metal","Copper Age",18.846,15.638,38.297,0.83,2.032,-100,9.6,3.5724,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0806","VNSP","Cu metal","Copper Age",18.291,15.653,38.343,0.856,2.096,349,9.76,3.9495,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0807","VNSP","Cu metal","Copper Age",18.318,15.616,38.303,0.853,2.091,258,9.61,3.8969,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0808","VNSP","Cu metal","Copper Age",18.252,15.644,38.289,0.857,2.098,361,9.74,3.9436,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0809","VNSP","Cu metal","Copper Age",18.496,15.651,38.427,0.846,2.078,192,9.71,3.8576,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0810","VNSP","Cu metal","Copper Age",18.329,15.646,38.372,0.854,2.094,307,9.73,3.9371,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0811","VNSP","Cu metal","Copper Age",19.799,15.699,39.158,0.793,1.978,-712,9.7,3.4661,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.0812","VNSP","Cu metal","Copper Age",18.348,15.642,38.412,0.853,2.094,286,9.71,3.9443,"Müller&Monge-Soares, 2008","Ref.049",39.210539,-8.845497
"GDM.2869",NA,"Silver","Bronze Age",18.226,15.638,38.294,0.858,2.101,370,9.72,3.9623,"Comendador et al., 2009","Ref.051",42.782777,-7.896742
"GDM.2870",NA,"Silver","Bronze Age",18.211,15.653,38.315,0.86,2.104,408,9.78,3.9892,"Comendador et al., 2009","Ref.051",42.782777,-7.896742
"GDM.2871",NA,"Silver","Bronze Age",18.233,15.684,38.413,0.86,2.107,447,9.9,4.0376,"Comendador et al., 2009","Ref.051",42.782777,-7.896742
"GDM.2872",NA,"Silver","Bronze Age",18.227,15.665,38.361,0.859,2.105,418,9.83,4.0071,"Comendador et al., 2009","Ref.051",42.782777,-7.896742
"GDM.0887",NA,"Silver","Greek",18.763,15.656,38.78,0.834,2.067,1,9.68,3.8686,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0888",NA,"Silver","Greek",18.615,15.664,38.759,0.848,2.082,129,9.74,3.9563,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0889",NA,"Silver","Greek",18.662,15.646,38.712,0.838,2.074,57,9.66,3.8953,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0890",NA,"Silver","Greek",18.348,15.648,38.454,0.853,2.096,297,9.73,3.9689,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0891",NA,"Pb metal","Greek",18.727,15.685,39.014,0.838,2.083,86,9.8,4.0199,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0892",NA,"Pb metal","Greek",18.651,15.678,38.912,0.841,2.086,129,9.78,4.0158,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0893",NA,"Pb metal","Greek",18.787,15.682,38.879,0.835,2.069,35,9.77,3.9122,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0894",NA,"Pb metal","Greek",18.303,15.661,38.438,0.856,2.1,355,9.79,3.9954,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0895",NA,"Pb metal","Greek",18.727,15.686,39.023,0.838,2.084,88,9.8,4.0248,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0896",NA,"Pb metal","Greek",18.361,15.675,38.56,0.854,2.1,338,9.84,4.0262,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0897",NA,"Galena","Greek",18.315,15.67,38.471,0.856,2.1,363,9.83,4.0085,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.0898",NA,"Galena","Greek",18.535,15.69,38.874,0.846,2.097,237,9.85,4.078,"Montero-Ruiz et al., 2009a","Ref.053",42.134501,3.117362
"GDM.2912",NA,"Galena","Iron Age",18.343,15.68,38.55,0.855,2.102,360,9.86,4.0349,"Montero-Ruiz et al., 2009b","Ref.054",42.134721,3.120394
"GDM.2913",NA,"Pb metal","Iron Age",18.723,15.676,38.995,0.837,2.083,72,9.76,4.0098,"Montero-Ruiz et al., 2009b","Ref.054",42.114101,2.752162
"GDM.0899","El Calvari","Galena","Bronze Age",18.335,15.697,38.558,0.856,2.103,398,9.93,4.0506,"Montero-Ruiz et al., 2009c","Ref.055",41.168095,0.7022
"GDM.0900","El Calvari","Pb metal","Bronze Age",18.321,15.688,38.52,0.856,2.103,391,9.9,4.0367,"Montero-Ruiz et al., 2009c","Ref.055",41.168095,0.7022
"GDM.0901","El Calvari","Pb metal","Bronze Age",18.308,15.67,38.464,0.856,2.101,368,9.83,4.0092,"Montero-Ruiz et al., 2009c","Ref.055",41.168095,0.7022
"GDM.0902","El Calvari","Pb metal","Bronze Age",18.306,15.664,38.449,0.856,2.1,358,9.8,4.0004,"Montero-Ruiz et al., 2009c","Ref.055",41.168095,0.7022
"GDM.0903","El Calvari","Pb metal","Bronze Age",18.337,15.669,38.484,0.855,2.099,345,9.82,3.9998,"Montero-Ruiz et al., 2009c","Ref.055",41.168095,0.7022
"GDM.0904","El Calvari","Galena","Bronze Age",18.31,15.657,38.423,0.855,2.098,342,9.78,3.9812,"Montero-Ruiz et al., 2009c","Ref.055",41.168095,0.7022
"GDM.0905","Sant Jaume","Pb metal","Bronze Age",18.679,15.683,38.931,0.84,2.084,118,9.8,4.0088,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0906","Sant Jaume","Pb metal","Bronze Age",18.697,15.7,38.984,0.839,2.085,138,9.86,4.03,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0907","Sant Jaume","Pb metal","Bronze Age",18.7,15.677,38.904,0.838,2.08,90,9.77,3.9791,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0908","Sant Jaume","Pb metal","Bronze Age",18.688,15.689,38.947,0.84,2.084,123,9.82,4.0132,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0909","Mineralogia","Galena","Bronze Age",18.408,15.8,38.928,0.858,2.08,527,10.33,4.2336,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0910","Mineralogia","Galena","Bronze Age",18.32,15.692,38.533,0.857,2.115,399,9.91,4.0458,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0911","Mineralogia","Galena","Bronze Age",18.317,15.689,38.521,0.857,2.103,396,9.9,4.0403,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0912","Mineralogia","Galena","Bronze Age",18.309,15.676,38.483,0.856,2.103,378,9.85,4.0208,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0913","Mineralogia","Galena","Bronze Age",18.318,15.688,38.52,0.856,2.102,394,9.9,4.0387,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0914","Mineralogia","Galena","Bronze Age",18.301,15.667,38.453,0.856,2.103,367,9.82,4.007,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0915","Barranco Hondo","Galena","Bronze Age",18.301,15.662,38.44,0.856,2.101,358,9.8,3.9982,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0916","Barranco Hondo","Galena","Bronze Age",18.313,15.677,38.487,0.856,2.1,377,9.86,4.0206,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0917","Mina Regia","Galena","Bronze Age",18.301,15.671,38.46,0.856,2.102,375,9.83,4.0122,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0918","Mina Regia","Galena","Bronze Age",18.314,15.686,38.511,0.857,2.102,393,9.89,4.036,"Montero-Ruiz et al., 2009c","Ref.055",41.167,0.707
"GDM.0919","Linda Mariquita","Galena","Bronze Age",18.323,15.68,38.503,0.856,2.101,375,9.86,4.0234,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0920","Linda Mariquita","Galena","Bronze Age",18.322,15.677,38.495,0.856,2.101,371,9.85,4.0187,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0921","Linda Mariquita","Cu metal","Bronze Age",18.368,15.658,38.506,0.852,2.101,301,9.77,3.9866,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0922","Linda Mariquita","Galena","Bronze Age",18.431,15.688,38.655,0.851,2.096,311,9.87,4.0336,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0923","Linda Mariquita","Galena","Bronze Age",18.433,15.69,38.665,0.851,2.097,313,9.88,4.0382,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0924","Linda Mariquita","Galena","Bronze Age",18.322,15.688,38.524,0.856,2.098,391,9.9,4.0382,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0925","Linda Mariquita","Galena","Bronze Age",18.316,15.68,38.498,0.856,2.103,380,9.87,4.0255,"Montero-Ruiz et al., 2009c","Ref.055",41.167319,0.707638
"GDM.0926","Raimunda","Galena","Bronze Age",18.333,15.691,38.545,0.856,2.102,388,9.91,4.0429,"Montero-Ruiz et al., 2009c","Ref.055",41.16613,0.714443
"GDM.0927","Raimunda","Galena","Bronze Age",18.333,15.692,38.545,0.856,2.102,390,9.91,4.0433,"Montero-Ruiz et al., 2009c","Ref.055",41.16613,0.714443
"GDM.0928","Raimunda","Galena","Bronze Age",18.317,15.672,38.483,0.856,2.102,365,9.83,4.0139,"Montero-Ruiz et al., 2009c","Ref.055",41.16613,0.714443
"GDM.0929","La Fonteta","Galena","Bronze Age",18.325,15.664,38.532,0.855,2.103,344,9.8,4.0318,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0930","La Fonteta","Galena","Bronze Age",18.325,15.666,38.538,0.855,2.103,348,9.81,4.0361,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0931","La Fonteta","Galena","Bronze Age",18.317,15.655,38.503,0.855,2.102,332,9.76,4.0187,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0932","La Fonteta","Galena","Bronze Age",18.335,15.673,38.561,0.855,2.103,354,9.83,4.0443,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0933","La Fonteta","Galena","Bronze Age",18.32,15.66,38.517,0.855,2.102,341,9.79,4.0262,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0934","La Fonteta","Galena","Bronze Age",18.312,15.655,38.494,0.855,2.102,336,9.77,4.0173,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0935","La Fonteta","Pb metal","Bronze Age",18.319,15.658,38.509,0.855,2.102,336,9.78,4.0215,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0936","La Fonteta","Pb metal","Bronze Age",18.316,15.655,38.498,0.855,2.102,334,9.77,4.0168,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0937","La Fonteta","Pb metal","Bronze Age",18.315,15.657,38.507,0.855,2.102,339,9.78,4.0227,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0938","La Fonteta","Pb metal","Bronze Age",18.335,15.668,38.522,0.855,2.101,343,9.81,4.0209,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0939","La Fonteta","Pb metal","Bronze Age",18.655,15.678,38.866,0.84,2.083,126,9.78,3.9897,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0940","La Fonteta","Litharge","Bronze Age",18.711,15.678,39.036,0.838,2.086,84,9.77,4.0391,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0941","La Fonteta","Litharge","Bronze Age",18.734,15.703,39.099,0.838,2.087,116,9.86,4.0645,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0942","La Fonteta","Litharge","Bronze Age",18.728,15.677,39.039,0.837,2.084,70,9.77,4.029,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0943","La Fonteta","Litharge","Bronze Age",18.735,15.702,39.076,0.838,2.086,114,9.86,4.0524,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0944","La Fonteta","Litharge","Bronze Age",18.723,15.681,39.009,0.838,2.083,80,9.78,4.0186,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0945","La Fonteta","Litharge","Bronze Age",18.721,15.687,39.054,0.838,2.086,94,9.8,4.0444,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0946","La Fonteta","Pb metal","Bronze Age",18.357,15.71,38.646,0.856,2.105,405,9.98,4.0873,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0947","La Fonteta","Pb metal","Bronze Age",18.337,15.673,38.543,0.855,2.102,353,9.83,4.0327,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0948","La Fonteta","Pb metal","Bronze Age",18.374,15.724,38.701,0.856,2.106,419,10.03,4.1101,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0949","La Fonteta","Pb metal","Bronze Age",18.367,15.716,38.669,0.856,2.105,410,10,4.0949,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.0950","La Fonteta","Cu metal","Bronze Age",17.947,15.522,37.886,0.865,2.111,359,9.33,3.8871,"Renzi et al., 2009","Ref.056",38.10553,-0.64887
"GDM.2910","La Fonteta","Litharge","Bronze Age",18.71,15.67,38.973,0.838,2.083,69,9.74,4.0049,"Renzi et al.. 2009","Ref.056",38.10553,-0.64887
"GDM.2911","La Fonteta","Litharge","Bronze Age",18.73,15.695,39.071,0.838,2.086,103,9.83,4.0501,"Renzi et al.. 2009","Ref.056",38.10553,-0.64887
"GDM.0951","Escombreras 2 ","Pb metal","Roman",18.719,15.665,38.995,0.837,2.083,52,9.72,4.0082,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0952","Escombreras 2 ","Pb metal","Roman",18.758,15.703,39.116,0.837,2.085,98,9.86,4.0574,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0953","Bajo de Dentro ","Pb metal","Roman",18.707,15.662,38.984,0.837,2.084,55,9.71,4.0094,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0954","Bajo de Dentro ","Pb metal","Roman",18.725,15.658,38.959,0.836,2.08,34,9.69,3.9835,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0955","Bajo de Dentro ","Pb metal","Roman",18.737,15.665,38.996,0.836,2.081,39,9.72,3.9969,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0956","Romana (Ischia) no wreck  ","Pb metal","Roman",18.742,15.672,39.007,0.836,2.081,49,9.74,4.0017,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0957","Mines of Huelva no wreck ","Pb metal","Roman",18.671,15.64,38.872,0.838,2.082,38,9.63,3.9683,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0958","Mines of Huelva no wreck ","Pb metal","Roman",18.722,15.682,39.025,0.838,2.084,84,9.78,4.0276,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0959","Bajo de Dentro ","Pb metal","Roman",18.732,15.671,39.032,0.837,2.084,54,9.74,4.0205,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0960","Bajo de Dentro ","Pb metal","Roman",18.724,15.652,38.999,0.836,2.081,22,9.67,4.0021,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0961","lllunula Bajo de Dentro ","Pb metal","Roman",18.742,15.68,39.046,0.837,2.083,65,9.77,4.0243,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
"GDM.0962","La Puebla (Mallorca), no wreck  ","Pb metal","Roman",18.716,15.677,39.011,0.838,2.084,78,9.77,4.0227,"Trincherini et al., 2009","Ref.057",37.606942,-0.964181
