"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.0314","GDM.0314",NA,"Portugal","Beja",NA,"Sao Domingos",37.668632,-7.498661,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.163,NA,15.63,NA,38.228,NA,0.86054,NA,2.10472,NA,1548,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,401,9.7044,3.9664,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0315","GDM.0315",NA,"Portugal","Beja",NA,"Sao Domingos",37.668632,-7.498661,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.175,NA,15.62,NA,38.205,NA,0.85942,NA,2.10206,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,373,9.6611,3.942,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0316","GDM.0316",NA,"Portugal","Beja",NA,"Sao Domingos",37.668632,-7.498661,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.188,NA,15.637,NA,38.213,NA,0.85974,NA,2.101,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,395,9.7262,3.9433,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0317","GDM.0317",NA,"Spain","Huelva",NA,"La Zarza (waste)",37.806968,-6.928333,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.201,NA,15.639,NA,38.228,NA,0.85924,NA,2.10032,NA,1325,0.05,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,389,9.7309,3.9434,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0318","GDM.0318",NA,"Spain","Huelva",NA,"La Zarza (waste)",37.806968,-6.928333,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.183,NA,15.629,NA,38.201,NA,0.85954,NA,2.10092,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,384,9.6953,3.9374,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0319","GDM.0319",NA,"Spain","Huelva",NA,"La Zarza (waste)",37.806968,-6.928333,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.187,NA,15.623,NA,38.181,NA,0.85902,NA,2.09936,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Disseminated polymetallic sulphides (SSZ)",NA,NA,NA,NA,NA,NA,370,9.6702,3.9216,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0320","GDM.0320",NA,"Spain","Huelva",NA,"La Zarza (waste)",37.806968,-6.928333,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.192,NA,15.637,NA,38.229,NA,0.85955,NA,2.10142,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Disseminated polymetallic sulphides (SSZ)",NA,NA,NA,NA,NA,NA,392,9.7252,3.9494,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0321","GDM.0321",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.169,NA,15.611,NA,38.153,NA,0.85921,NA,2.0999,NA,2918,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (base of MSB)",NA,NA,NA,NA,NA,NA,361,9.6265,3.9144,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0322","GDM.0322",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.182,NA,15.624,NA,38.195,NA,0.85931,NA,2.1007,NA,2570,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (base of MSB)",NA,NA,NA,NA,NA,NA,376,9.6754,3.9331,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0323","GDM.0323",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.198,NA,15.645,NA,38.268,NA,0.85971,NA,2.10287,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded pyritic-polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,403,9.7558,3.9694,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0324","GDM.0324",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.186,NA,15.631,NA,38.216,NA,0.85951,NA,2.1014,NA,8975,NA,NA,NA,NA,"SPZ","351",NA,"Banded pyritic-polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,386,9.7025,3.9443,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0325","GDM.0325",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.198,NA,15.645,NA,38.26,NA,0.85971,NA,2.10243,NA,2309,NA,NA,NA,NA,"SPZ","351",NA,"Banded pyritic-polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,403,9.7558,3.965,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0326","GDM.0326",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.192,NA,15.639,NA,38.242,NA,0.85966,NA,2.10213,NA,371,NA,NA,NA,NA,"SPZ","351",NA,"Banded pyritic-polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,396,9.7332,3.9572,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0327","GDM.0327",NA,"Spain","Huelva",NA,"Rio Tinto, San Dionisio orebody (open pit) (2)",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.186,NA,15.626,NA,38.205,NA,0.85923,NA,2.10079,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded pyritic-polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,376,9.6824,3.9365,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone;  (2) see Pomiés et al (1998)","Geological"
"GDM.0328","GDM.0328",NA,"Spain","Huelva",NA,"Chaparrita",37.70455,-6.598663,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.166,NA,15.594,NA,38.107,NA,0.85842,NA,2.09771,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,331,9.5593,3.8852,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0329","GDM.0329",NA,"Portugal","Setúbal",NA,"Lagoa Salgada ",38.233327,-8.450731,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.19,NA,15.622,NA,38.193,NA,0.85882,NA,2.09967,NA,2541,NA,NA,NA,NA,"SPZ","351",NA,"Massive polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,366,9.6654,3.9258,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0330","GDM.0330",NA,"Portugal","Setúbal",NA,"Lagoa Salgada ",38.233327,-8.450731,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.181,NA,15.619,NA,38.178,NA,0.85908,NA,2.09988,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,367,9.6556,3.9227,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0331","GDM.0331",NA,"Portugal","Setúbal",NA,"Lagoa Salgada ",38.233327,-8.450731,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.203,NA,15.651,NA,38.262,NA,0.8598,NA,2.10196,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,410,9.7788,3.9647,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0332","GDM.0332",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 400)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.172,NA,15.632,NA,38.235,NA,0.86022,NA,2.10406,NA,1468,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,398,9.7102,3.9647,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0333","GDM.0333",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 460)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.181,NA,15.636,NA,38.248,NA,0.86002,NA,2.10373,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,399,9.724,3.967,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0334","GDM.0334",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 460)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.169,NA,15.637,NA,38.234,NA,0.86064,NA,2.10435,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,409,9.7311,3.968,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0335","GDM.0335",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 500)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.185,NA,15.623,NA,38.212,NA,0.85911,NA,2.10129,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,371,9.6707,3.94,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0336","GDM.0336",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.201,NA,15.629,NA,38.204,NA,0.85869,NA,2.09901,NA,2486,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,371,9.6907,3.9268,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0337","GDM.0337",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.18,NA,15.638,NA,38.251,NA,0.86018,NA,2.10402,NA,3514,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,403,9.7323,3.9701,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0338","GDM.0338",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.172,NA,15.63,NA,38.249,NA,0.86011,NA,2.10483,NA,952,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,394,9.7021,3.9717,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0339","GDM.0339",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.17,NA,15.624,NA,38.193,NA,0.85988,NA,2.10198,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,384,9.6785,3.9402,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0340","GDM.0340",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.173,NA,15.627,NA,38.211,NA,0.8599,NA,2.10262,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,388,9.6898,3.9491,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0341","GDM.0341",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.175,NA,15.627,NA,38.228,NA,0.85981,NA,2.10333,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,386,9.6893,3.9571,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0342","GDM.0342",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.188,NA,15.633,NA,38.222,NA,0.85952,NA,2.1015,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,388,9.7101,3.9469,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0343","GDM.0343",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.184,NA,15.63,NA,38.198,NA,0.85955,NA,2.10064,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,385,9.699,3.9354,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0344","GDM.0344",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.214,NA,15.638,NA,38.229,NA,0.85857,NA,2.09888,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,378,9.7236,3.9347,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0345","GDM.0345",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.195,NA,15.631,NA,38.202,NA,0.85908,NA,2.09959,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,379,9.7003,3.9304,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0346","GDM.0346",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.206,NA,15.628,NA,38.206,NA,0.8584,NA,2.09854,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,365,9.6854,3.9241,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0347","GDM.0347",NA,"Spain","Sevilla",NA,"Almagrera  ",37.606562,-7.101575,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.197,NA,15.646,NA,38.289,NA,0.85981,NA,2.10414,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,405,9.7601,3.982,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0348","GDM.0348",NA,"Spain","Sevilla",NA,"Sotiel",37.604322,-6.858251,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.166,NA,15.629,NA,38.208,NA,0.86034,NA,2.10327,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,397,9.6996,3.9529,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0349","GDM.0349",NA,"Spain","Sevilla",NA,"Sotiel-Migollas",37.604322,-6.858251,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.147,NA,15.633,NA,38.236,NA,0.86146,NA,2.10701,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,418,9.7207,3.9829,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0350","GDM.0350",NA,"Spain","Sevilla",NA,"Campanario (waste)",37.604322,-6.858251,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.149,NA,15.628,NA,38.22,NA,0.86109,NA,2.1059,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,408,9.7,3.971,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0351","GDM.0351",NA,"Spain","Sevilla",NA,"Montinho (waste)",37.604322,-6.858251,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.19,NA,15.61,NA,38.136,NA,0.85816,NA,2.09654,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,343,9.6174,3.8904,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0352","GDM.0352",NA,"Spain","Sevilla",NA,"Los Frailes ",37.518415,-6.2273,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.171,NA,15.621,NA,38.164,NA,0.85967,NA,2.10027,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,378,9.6662,3.9225,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0353","GDM.0353",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(354m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.201,NA,15.631,NA,38.256,NA,0.8588,NA,2.10186,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Fissural Cu-ore (SSZ)",NA,NA,NA,NA,NA,NA,374,9.6987,3.956,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0354","GDM.0354",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(349m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.205,NA,15.635,NA,38.259,NA,0.85883,NA,2.10157,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Fissural Cu-ore (SSZ)",NA,NA,NA,NA,NA,NA,379,9.7138,3.9562,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0355","GDM.0355",NA,"Portugal","Beja",NA,"Graça orebody, level-804",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.216,NA,15.641,NA,38.277,NA,0.85864,NA,2.10128,NA,3807,0.28,NA,0,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,382,9.7351,3.9606,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0356","GDM.0356",NA,"Portugal","Beja",NA,"Graça orebody, level-804",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.216,NA,15.639,NA,38.274,NA,0.85853,NA,2.10112,NA,1285,0.27,NA,0,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,378,9.7271,3.9583,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0357","GDM.0357",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(348m) (dup)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.218,NA,15.651,NA,38.32,NA,0.8591,NA,2.10341,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Polymetallic ""complex-ore"" (MSB)",NA,NA,NA,NA,NA,NA,399,9.7749,3.9862,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0358","GDM.0358",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(336m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.219,NA,15.648,NA,38.294,NA,0.85888,NA,2.10187,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,393,9.7625,3.9703,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0359","GDM.0359",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(328m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.222,NA,15.659,NA,38.347,NA,0.85935,NA,2.10443,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,411,9.8061,4.001,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0360","GDM.0360",NA,"Portugal","Beja",NA,"Graça orebody, level-804",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.226,NA,15.639,NA,38.281,NA,0.85806,NA,2.10035,NA,974,0.35,NA,0,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,371,9.7246,3.9553,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0361","GDM.0361",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(320m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.232,NA,15.656,NA,38.34,NA,0.85871,NA,2.1029,NA,768,0.72,NA,0.1,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,398,9.7914,3.9892,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0362","GDM.0362",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(348m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.232,NA,15.66,NA,38.34,NA,0.85893,NA,2.1029,NA,1767,1.8,NA,0.1,NA,"SPZ","351",NA,"Polymetallic ""complex-ore"" (MSB)",NA,NA,NA,NA,NA,NA,405,9.8075,3.9906,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
"GDM.0363","GDM.0363",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(334m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.233,NA,15.664,NA,38.354,NA,0.8591,NA,2.10355,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,412,9.8234,3.9989,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological"
