"code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.1651","Galena","BC","Pb",18.748,15.71,39.101,0.838,2.086,119,9.89,4.0587,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1652","Galena","BC","Pb",18.751,15.717,39.129,0.838,2.087,131,9.91,4.0737,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1653","Galena","BC","Pb",18.731,15.692,39.044,0.838,2.084,97,9.82,4.035,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1654","Galena","BC","Pb",18.723,15.682,39.015,0.838,2.084,84,9.79,4.022,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1655","Galena","BC","Pb",18.723,15.682,39.014,0.838,2.084,83,9.78,4.0215,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1656","Galena","BC","Pb",18.736,15.692,39.025,0.838,2.083,93,9.82,4.0222,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1657","Galena","BC","Pb",18.72,15.678,38.999,0.838,2.083,78,9.77,4.0145,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1658","Galena","BC","Pb",18.732,15.692,39.04,0.838,2.084,97,9.82,4.0325,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1659","Galena","BC","Pb",18.729,15.687,39.021,0.838,2.083,88,9.8,4.0227,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1660","Galena","BC","Pb",18.718,15.676,38.993,0.837,2.083,75,9.76,4.0118,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1661","Galena","BC","Pb",18.732,15.694,39.054,0.838,2.085,101,9.83,4.0401,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1662","Galena","BC","Pb",18.737,15.7,39.074,0.838,2.085,109,9.85,4.0491,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1663","Galena","BC","Pb",18.734,15.697,39.061,0.838,2.085,104,9.84,4.0432,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1664","Galena","BC","Pb",18.737,15.699,39.067,0.838,2.085,107,9.85,4.0453,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1665","Galena","BC","Pb",18.745,15.704,39.07,0.838,2.084,111,9.87,4.0435,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1666","Galena","BC","Pb",18.74,15.702,39.076,0.838,2.085,109,9.86,4.0489,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1667","Galena","BC","Pb",18.744,15.704,39.073,0.838,2.085,110,9.86,4.045,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1668","Galena","BC","Pb",18.733,15.69,39.022,0.838,2.083,92,9.81,4.0216,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1669","Galena","BC","Pb",18.756,15.716,39.113,0.838,2.085,126,9.91,4.0623,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1670","Galena","BC","Pb",18.729,15.69,39.039,0.838,2.084,94,9.81,4.033,"Baron et al., 2017","Ref.114",37.593768,-0.869029
"GDM.1706","Cu mineral","CCR","Cu-Pb",18.48,15.689,38.688,0.849,2.093,277,9.86,4.018,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1707","Cu mineral","CCR","Cu-Pb",18.417,15.689,38.614,0.852,2.097,323,9.88,4.0221,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1708","Cu mineral","CCR","Cu-Pb",18.378,15.689,38.55,0.854,2.098,351,9.89,4.0138,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1709","Cu mineral","CCR","Cu-Pb",18.375,15.695,38.524,0.854,2.097,365,9.91,4.0046,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1710","Galena","CCR","Cu-Pb",18.313,15.677,38.487,0.856,2.102,377,9.86,4.0206,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1711","Galena","CCR","Cu-Pb",18.301,15.662,38.44,0.856,2.1,358,9.8,3.9982,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1712","Galena","CCR","Cu-Pb",18.31,15.681,38.494,0.856,2.102,387,9.87,4.0278,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1713","Cu mineral","CCR","Cu-Pb",18.371,15.693,38.53,0.854,2.097,364,9.9,4.0093,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1714","Cu mineral","CCR","Cu-Pb",18.365,15.693,38.52,0.855,2.097,369,9.91,4.0084,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1715","Cu mineral","CCR","Cu-Pb",18.368,15.694,38.527,0.854,2.097,368,9.91,4.0102,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1716","Galena","CCR","Cu-Pb",18.299,15.667,38.448,0.856,2.101,369,9.82,4.0057,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1717","Silver","CCR","Cu-Pb",18.358,15.67,38.499,0.854,2.097,330,9.81,3.9938,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1718","Silver","CCR","Cu-Pb",18.358,15.679,38.529,0.854,2.099,347,9.85,4.0127,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1719","Galena","CCR","Cu-Pb",18.336,15.672,38.499,0.855,2.1,351,9.83,4.0096,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1720","Galena","CCR","Cu-Pb",18.311,15.68,38.493,0.856,2.102,384,9.87,4.0262,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1721","Galena","CCR","Cu-Pb",18.357,15.686,38.556,0.854,2.1,361,9.88,4.0304,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1722","Galena","CCR","Cu-Pb",18.353,15.695,38.59,0.855,2.103,381,9.92,4.0543,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1723","Galena","CCR","Cu-Pb",18.308,15.661,38.446,0.855,2.1,351,9.79,3.9963,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1724","Galena","CCR","Cu-Pb",18.431,15.688,38.655,0.851,2.097,311,9.87,4.0336,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1725","Galena","CCR","Cu-Pb",18.316,15.664,38.451,0.855,2.099,351,9.8,3.9946,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1726","Galena","CCR","Cu-Pb",18.316,15.68,38.498,0.856,2.102,380,9.87,4.0255,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1727","Galena","CCR","Cu-Pb",18.338,15.675,38.502,0.855,2.1,355,9.84,4.0108,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1728","Cu mineral","CCR","Cu-Pb",18.368,15.658,38.506,0.852,2.096,301,9.77,3.9866,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1729","Galena","CCR","Cu-Pb",18.322,15.677,38.495,0.856,2.101,371,9.85,4.0187,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1730","Galena","CCR","Cu-Pb",18.322,15.688,38.524,0.856,2.103,391,9.9,4.0382,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1731","Galena","CCR","Cu-Pb",18.323,15.68,38.503,0.856,2.101,375,9.86,4.0234,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1732","Galena","CCR","Cu-Pb",18.433,15.69,38.665,0.851,2.098,313,9.88,4.0382,"Montero Ruiz, 2017","Ref.118",41.16729,0.707707
"GDM.1733","Cu mineral","CCR","Cu-Pb",18.341,15.676,38.47,0.855,2.098,355,9.84,3.9919,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1734","Galena","CCR","Cu-Pb",18.352,15.675,38.484,0.854,2.097,345,9.84,3.9916,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1735","Cu mineral","CCR","Cu-Pb",18.364,15.688,38.507,0.854,2.097,360,9.89,4.0003,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1736","Galena","CCR","Cu-Pb",18.301,15.671,38.46,0.856,2.102,375,9.83,4.0122,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1737","Galena","CCR","Cu-Pb",18.314,15.686,38.511,0.857,2.103,393,9.89,4.036,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1738","Galena","CCR","Cu-Pb",18.408,15.8,38.928,0.858,2.115,527,10.33,4.2336,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1739","Galena","CCR","Cu-Pb",18.32,15.692,38.533,0.857,2.103,399,9.91,4.0458,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1740","Galena","CCR","Cu-Pb",18.301,15.667,38.453,0.856,2.101,367,9.82,4.007,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1741","Galena","CCR","Cu-Pb",18.318,15.688,38.52,0.856,2.103,394,9.9,4.0387,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1742","Galena","CCR","Cu-Pb",18.309,15.676,38.483,0.856,2.102,378,9.85,4.0208,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1743","Galena","CCR","Cu-Pb",18.317,15.689,38.521,0.857,2.103,396,9.9,4.0403,"Montero Ruiz, 2017","Ref.118",41.163512,0.751034
"GDM.1744","Galena","CCR","Cu-Pb",18.317,15.672,38.483,0.856,2.101,365,9.83,4.0139,"Montero Ruiz, 2017","Ref.118",41.166468,0.714924
"GDM.1745","Galena","CCR","Cu-Pb",18.333,15.691,38.545,0.856,2.102,388,9.91,4.0429,"Montero Ruiz, 2017","Ref.118",41.166468,0.714924
"GDM.1746","Galena","CCR","Cu-Pb",18.333,15.692,38.545,0.856,2.102,390,9.91,4.0433,"Montero Ruiz, 2017","Ref.118",41.166468,0.714924
"GDM.1747","Cu mineral","CCR","Cu-Pb",18.487,15.68,38.677,0.848,2.092,255,9.83,4.0045,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1748","Cu mineral","CCR","Cu-Pb",18.507,15.693,38.753,0.848,2.094,264,9.87,4.0355,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1749","Cu mineral","CCR","Cu-Pb",18.488,15.69,38.745,0.849,2.096,273,9.87,4.0429,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1750","Cu mineral","CCR","Cu-Pb",20.431,15.777,38.818,0.772,1.9,-1030,9.93,3.0549,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1751","Cu mineral","CCR","Cu-Pb",18.546,15.696,38.657,0.846,2.084,241,9.87,3.9601,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1752","Cu mineral","CCR","Cu-Pb",19.307,15.714,38.8,0.814,2.01,-293,9.81,3.5764,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1753","Cu mineral","CCR","Cu-Pb",18.523,15.684,38.679,0.847,2.088,236,9.83,3.9828,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1754","Cu mineral","CCR","Cu-Pb",19.202,15.712,38.714,0.818,2.016,-218,9.82,3.5939,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1755","Cu mineral","CCR","Cu-Pb",18.846,15.695,38.522,0.833,2.044,18,9.81,3.7033,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1756","Cu mineral","CCR","Cu-Pb",20.579,15.797,38.794,0.768,1.885,-1099,9.99,2.9892,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1757","Cu mineral","CCR","Cu-Pb",20.345,15.789,38.841,0.776,1.909,-931,9.98,3.1057,"Montero Ruiz, 2017","Ref.118",41.296108,0.792844
"GDM.1785","Galena","BC","Pb-Zn",18.736,15.629,38.496,0.834,2.463,-34,9.58,3.7337,"Navarro-Ciurana et al., 2017","Ref.119",38.486907,-2.416088
"GDM.1786","Galena","BC","Pb-Zn",18.762,15.66,38.595,0.835,2.465,10,9.69,3.7782,"Navarro-Ciurana et al., 2017","Ref.119",38.486907,-2.416088
"GDM.1787","Galena","BC","Pb-Zn",18.748,15.643,38.536,0.834,2.463,-15,9.63,3.7513,"Navarro-Ciurana et al., 2017","Ref.119",38.486907,-2.416088
"GDM.1788","Galena","BC","Pb-Zn",18.75,15.644,38.548,0.834,2.464,-14,9.63,3.7564,"Navarro-Ciurana et al., 2017","Ref.119",38.486907,-2.416088
"GDM.1789","Cu mineral","BC","Cu-Pb",18.654,15.691,39.113,0.841,2.097,153,9.83,4.1213,"Perelló Mateo, 2017","Ref.120",39.911605,4.223597
"GDM.1790","Cu mineral","BC","Cu-Pb",18.756,15.685,39.135,0.836,2.086,65,9.79,4.0614,"Perelló Mateo, 2017","Ref.120",39.911605,4.223597
"GDM.1791","Cu mineral","BC","Cu-Pb",18.619,15.686,38.792,0.843,2.084,169,9.82,3.9789,"Perelló Mateo, 2017","Ref.120",39.911605,4.223597
"GDM.1792","Galena","BC","Cu-Pb",18.337,15.676,38.521,0.855,2.101,358,9.85,4.0221,"Perelló Mateo, 2017","Ref.120",39.958459,4.274709
"GDM.1793","Cu mineral","BC","Cu-Pb",18.44,15.684,38.634,0.851,2.095,298,9.85,4.0149,"Perelló Mateo, 2017","Ref.120",39.958459,4.274709
"GDM.1794","Cu mineral","BC","Cu-Pb",18.432,15.684,38.634,0.851,2.096,303,9.85,4.0202,"Perelló Mateo, 2017","Ref.120",39.958459,4.274709
"GDM.1795","Cu mineral","BC","Cu-Pb",18.439,15.682,38.627,0.85,2.095,293,9.84,4.0112,"Perelló Mateo, 2017","Ref.120",39.958459,4.274709
"GDM.1796","Galena","BC","Cu-Pb",18.324,15.672,38.492,0.855,2.101,360,9.83,4.0142,"Perelló Mateo, 2017","Ref.120",39.958459,4.274709
"GDM.1797","Galena","BC","Cu-Pb",18.311,15.68,38.508,0.856,2.103,385,9.87,4.0344,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1798","Galena","BC","Cu-Pb",18.31,15.68,38.507,0.856,2.103,385,9.87,4.0342,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1799","Galena","BC","Cu-Pb",18.312,15.68,38.508,0.856,2.103,383,9.87,4.0331,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1800","Galena","BC","Cu-Pb",18.309,15.679,38.503,0.856,2.103,383,9.86,4.0322,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1801","Galena","BC","Cu-Pb",18.309,15.678,38.501,0.856,2.103,382,9.86,4.0311,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1802","Galena","BC","Cu-Pb",18.309,15.678,38.501,0.856,2.103,383,9.86,4.0315,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1803","Galena","BC","Cu-Pb",18.309,15.678,38.5,0.856,2.103,382,9.86,4.0305,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1804","Galena","BC","Cu-Pb",18.324,15.679,38.515,0.856,2.102,372,9.86,4.0287,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1805","Galena","BC","Cu-Pb",18.308,15.678,38.499,0.856,2.103,382,9.86,4.031,"Perelló Mateo, 2017","Ref.120",39.695565,2.705098
"GDM.1806","Cu mineral","BC","Cu-Pb",19.35,15.691,39.312,0.811,2.032,-375,9.72,3.7786,"Perelló Mateo, 2017","Ref.120",39.819466,2.816742
"GDM.1807","Cu mineral","BC","Cu-Pb",19.35,15.687,39.394,0.811,2.036,-385,9.71,3.8142,"Perelló Mateo, 2017","Ref.120",39.819466,2.816742
"GDM.1808","Cu mineral","BC","Cu-Pb",19.559,15.7,39.383,0.803,2.014,-519,9.73,3.6936,"Perelló Mateo, 2017","Ref.120",39.819466,2.816742
"GDM.1809","Cu mineral","BC","Cu-Pb",19.449,15.691,39.403,0.807,2.026,-454,9.71,3.7616,"Perelló Mateo, 2017","Ref.120",39.819466,2.816742
"GDM.1810","Cu mineral","BC","Cu-Pb",19.493,15.691,39.437,0.805,2.023,-487,9.71,3.7524,"Perelló Mateo, 2017","Ref.120",39.819466,2.816742
"GDM.1811","Galena","BC","Cu-Pb",18.328,15.666,38.522,0.855,2.102,346,9.81,4.0255,"Perelló Mateo, 2017","Ref.120",39.891474,4.248511
"GDM.1812","Galena","BC","Cu-Pb",18.313,15.663,38.499,0.855,2.102,351,9.8,4.0224,"Perelló Mateo, 2017","Ref.120",39.891474,4.248511
"GDM.1813","Cu mineral","BC","Cu-Pb",18.444,15.666,38.652,0.849,2.096,260,9.78,4.0157,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971
"GDM.1814","Cu mineral","BC","Cu-Pb",18.381,15.656,38.569,0.852,2.098,288,9.76,4.0106,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971
"GDM.1815","Cu mineral","BC","Cu-Pb",18.428,15.671,38.651,0.85,2.097,282,9.8,4.0276,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971
"GDM.1816","Cu mineral","BC","Cu-Pb",18.363,15.645,38.545,0.852,2.099,280,9.71,4.0064,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971
"GDM.1817","Cu mineral","BC","Cu-Pb",18.528,15.671,38.738,0.846,2.091,207,9.78,4.0057,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971
"GDM.1818","Cu mineral","BC","Cu-Pb",18.491,15.675,38.633,0.848,2.089,242,9.8,3.9772,"Perelló Mateo, 2017","Ref.120",39.961961,4.278971
"GDM.1819","Cu mineral","BC","Cu-Pb",19.436,15.692,39.398,0.807,2.027,-440,9.72,3.768,"Perelló Mateo, 2017","Ref.120",39.822845,2.882717
"GDM.1820","Cu mineral","BC","Cu-Pb",19.224,15.692,39.24,0.816,2.041,-277,9.74,3.8199,"Perelló Mateo, 2017","Ref.120",39.822845,2.882717
"GDM.1821","Cu mineral","BC","Cu-Pb",19.56,15.703,39.683,0.803,2.029,-512,9.74,3.8277,"Perelló Mateo, 2017","Ref.120",39.822845,2.882717
"GDM.1822","Cu mineral","BC","Cu-Pb",18.408,15.679,38.568,0.852,2.095,311,9.84,4,"Perelló Mateo, 2017","Ref.120",39.871976,3.0223
"GDM.1823","Cu mineral","BC","Cu-Pb",19.238,15.686,39.131,0.815,2.034,-300,9.72,3.7592,"Perelló Mateo, 2017","Ref.120",39.871976,3.0223
"GDM.1824","Cu mineral","BC","Cu-Pb",18.842,15.685,38.878,0.832,2.063,0,9.77,3.8778,"Perelló Mateo, 2017","Ref.120",39.871976,3.0223
"GDM.1825","Cu mineral","BC","Cu-Pb",19.567,15.75,39.094,0.805,1.998,-412,9.91,3.5801,"Perelló Mateo, 2017","Ref.120",39.994815,4.220189
"GDM.1826","Cu mineral","BC","Cu-Pb",19.204,15.736,39.112,0.819,2.037,-168,9.91,3.7883,"Perelló Mateo, 2017","Ref.120",39.994815,4.220189
"GDM.1827","Cu mineral","BC","Cu-Pb",19.639,15.762,39.17,0.803,1.994,-442,9.95,3.5787,"Perelló Mateo, 2017","Ref.120",39.994815,4.220189
"GDM.2839","Cu mineral","CCR","Cu-Pb",20.945,15.809,38.842,0.755,1.854,-1369,10.01,2.8635,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844
"GDM.2840","Cu mineral","CCR","Cu-Pb",20.41,15.78,38.859,0.773,1.904,-1006,9.94,3.0813,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844
"GDM.2841","Cu mineral","CCR","Cu-Pb",20.397,15.773,38.682,0.773,1.896,-1013,9.92,3.0151,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844
"GDM.2842","Cu mineral","CCR","Cu-Pb",21.75,15.858,38.898,0.729,1.788,-1920,10.14,2.6053,"Montero-Ruiz, 2018","Ref.124",41.296108,0.792844
"GDM.1903","Ore mix","OMZ",NA,18.519,15.65,38.501,0.845,2.079,173,9.7,3.8809,"Nocete et al., 2018","Ref.125",37.954649,-6.352815
"GDM.1904","unk","BC","Cu",18.724,15.665,39.029,0.837,2.084,48,9.72,4.022,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1905","unk","BC","Cu",18.546,15.646,38.64,0.844,2.083,145,9.68,3.9339,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1906","unk","BC","Cu",19.234,15.69,38.69,0.816,2.013,-288,9.73,3.5578,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1907","unk","BC","Cu",19.117,15.714,38.812,0.822,2.03,-148,9.84,3.6901,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1908","unk","BC","Cu",18.612,15.8,39.028,0.849,2.097,384,10.27,4.1447,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1964","Ore mix","BC","Cu",18.817,15.697,39.084,0.834,2.077,42,9.82,4.0003,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1965","Cu mineral","BC","Cu",18.904,15.703,39.093,0.831,2.068,-11,9.83,3.9509,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1966","Ore mix","BC","Cu",18.857,15.699,39.092,0.833,2.073,17,9.83,3.9796,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1967","Cu mineral","BC","Cu",18.819,15.7,39.097,0.834,2.078,47,9.84,4.0069,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1968","Ore mix","BC","Cu",18.81,15.694,39.076,0.834,2.077,43,9.82,4.0002,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1969","Cu mineral","BC","Cu",18.82,15.698,39.09,0.834,2.077,43,9.83,4.0023,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1970","Cu mineral","BC","Cu",18.817,15.697,39.086,0.834,2.077,42,9.82,4.0011,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1971","Cu mineral","BC","Cu",18.817,15.697,39.084,0.834,2.077,41,9.82,4.0002,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1972","Cu mineral","BC","Cu",18.853,15.697,39.092,0.833,2.074,16,9.82,3.9813,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1973","Cu mineral","BC","Cu",18.826,15.697,39.087,0.834,2.076,36,9.82,3.9963,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432
"GDM.1974","Cu mineral","BC","Cu",18.628,15.696,38.748,0.843,2.08,181,9.86,3.9535,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1975","Ore mix","BC","Cu",18.855,15.703,39.384,0.833,2.089,27,9.84,4.1265,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1976","Cu mineral","BC","Cu",18.603,15.692,38.779,0.843,2.085,191,9.85,3.984,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1977","Cu mineral","BC","Cu",19.016,15.705,38.728,0.826,2.037,-89,9.82,3.7064,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1978","Cu mineral","BC","Cu",18.721,15.699,38.924,0.839,2.079,118,9.85,3.9833,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1979","Cu mineral","BC","Cu",18.716,15.694,38.871,0.839,2.077,112,9.83,3.9578,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1980","Ore mix","BC","Cu",18.682,15.686,38.763,0.84,2.075,121,9.81,3.9224,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1981","Ore mix","BC","Cu",18.82,15.699,38.792,0.834,2.061,43,9.83,3.8538,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1982","Cu mineral","BC","Cu",18.757,15.693,38.886,0.837,2.073,80,9.82,3.9392,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1983","Cu mineral","BC","Cu",18.781,15.699,38.974,0.836,2.075,73,9.84,3.9695,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1984","Ore mix","BC","Cu",18.738,15.696,38.861,0.838,2.074,99,9.84,3.9397,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1985","Ore mix","BC","Cu",19.087,15.721,39.492,0.824,2.069,-111,9.87,4.0347,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1986","Cu mineral","BC","Cu",19.644,15.743,38.748,0.801,1.973,-488,9.88,3.3839,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1987","Ore mix","BC","Cu",18.695,15.693,38.821,0.839,2.076,126,9.83,3.9458,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1988","Ore mix","BC","Cu",18.693,15.685,38.839,0.839,2.078,112,9.8,3.9535,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1989","Cu mineral","BC","Cu",18.63,15.686,38.749,0.842,2.08,161,9.82,3.9493,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138
"GDM.1990","Ore mix","BC","Cu",18.838,15.69,39.121,0.833,2.077,12,9.79,4.0024,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523
"GDM.1991","Ore mix","BC","Cu",18.893,15.713,39.059,0.832,2.067,17,9.87,3.945,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523
"GDM.1992","Ore mix","BC","Cu",20.327,15.78,39.702,0.776,1.953,-939,9.94,3.4541,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523
"GDM.1993","Ore mix","BC","Cu",18.809,15.693,39.1,0.834,2.079,41,9.81,4.0124,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523
"GDM.1994","Ore mix","BC","Cu",18.758,15.687,39.021,0.836,2.08,68,9.8,4.004,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183
"GDM.1995","Ore mix","BC","Cu",18.757,15.688,39.019,0.836,2.08,69,9.8,4.0035,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183
"GDM.1996","Cu mineral","BC","Cu",18.772,15.696,39.047,0.836,2.08,75,9.83,4.0115,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183
"GDM.1997","Cu mineral","BC","Cu",18.678,15.694,38.831,0.84,2.079,140,9.84,3.9629,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183
"GDM.2008","Hg mineral","OMZ","Hg",17.679,15.53,37.741,0.878,2.135,580,9.43,3.9989,"Rodríguez et al., 2020","Ref.134",38.35639,-6.18444
"GDM.2009","Hg mineral","OMZ","Hg",17.59,15.526,37.665,0.883,2.141,641,9.44,4.0183,"Rodríguez et al., 2020","Ref.134",38.35639,-6.18444
"GDM.2010","Hg mineral","NIM","Hg",18.169,15.622,38.105,0.86,2.097,381,9.67,3.8917,"Rodríguez et al., 2020","Ref.134",39.8575,-0.296111
