"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1","geol.zone"
"GDM.1381","GDM.1381","SA-19","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.721,5e-04,15.677,4e-04,38.995,0.001,0.83739,1e-05,2.0828,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 120–75 BC",75,9.7657,4.0113,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1382","GDM.1382","SA-23","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.729,3e-04,15.679,3e-04,39.004,8e-04,0.8371,1e-05,2.0824,3e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",73,9.7719,4.0113,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1383","GDM.1383","SA-24","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Ring ",NA,18.733,5e-04,15.678,4e-04,39.014,0.0011,0.83695,1e-05,2.0826,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",68,9.7673,4.0134,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1384","GDM.1384","SA-25","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.736,3e-04,15.679,3e-04,39.012,8e-04,0.83686,1e-05,2.0821,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",67,9.7706,4.0108,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1385","GDM.1385","SA-33","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Workpiece ",NA,18.719,2e-04,15.678,2e-04,38.994,6e-04,0.83755,1e-05,2.083,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",78,9.7699,4.0125,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1386","GDM.1386","SA-40","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Workpiece ",NA,18.715,4e-04,15.68,4e-04,38.989,0.0011,0.83784,1e-05,2.0832,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",85,9.7784,4.0133,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1387","GDM.1387","SA-49","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.731,3e-04,15.679,3e-04,39.006,8e-04,0.83705,1e-05,2.0823,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",71,9.7715,4.011,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1388","GDM.1388","SA-50","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Workpiece ",NA,18.732,3e-04,15.679,3e-04,39.008,7e-04,0.83703,1e-05,2.0823,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",70,9.7713,4.0114,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1389","GDM.1389","SA-51","Spain","Baleares","Es Mercadal","Sanisera camp ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Plaque ",NA,18.739,4e-04,15.68,3e-04,39.016,0.0011,0.83678,1e-05,2.0821,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 100–75 BC",67,9.7739,4.0112,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1390","GDM.1390","SA-55","Spain","Baleares","Es Mercadal","Sanisera location ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.683,5e-04,15.672,5e-04,38.942,0.0012,0.83888,1e-05,2.0843,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 50 BC-",93,9.7536,4.0077,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1391","GDM.1391","SA-56","Spain","Baleares","Es Mercadal","Sanisera location ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.841,2e-04,15.683,3e-04,38.852,6e-04,0.83237,1e-05,2.062,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 50 BC–",-3,9.7669,3.8651,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1392","GDM.1392","SA-57","Spain","Baleares","Es Mercadal","Sanisera location ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.722,5e-04,15.678,5e-04,38.997,0.0013,0.83736,1e-05,2.0828,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 50 BC–",76,9.7694,4.012,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1393","GDM.1393","SA-58","Spain","Baleares","Es Mercadal","Sanisera location ",40.069623,4.087668,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.727,5e-04,15.678,4e-04,39.004,0.0011,0.83719,1e-05,2.0827,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 50 BC–",72,9.7684,4.0123,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1394","GDM.1394","SA-52","Spain","Huesca","Monzón","Es Pujol Antic ",38.727107,1.453914,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.731,4e-04,15.678,3e-04,39.008,9e-04,0.83705,1e-05,2.0825,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museu de Baleares",NA,"Roman"," 123–50 BC",69,9.7677,4.0117,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1395","GDM.1395","MO-01","Spain","Huesca","Monzón","Cerro de de Alegria",41.882731,0.172068,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.604,2e-04,15.678,3e-04,38.846,7e-04,0.84274,1e-05,2.088,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEHIMO Monzon ",NA,"Roman","About 80 BC",164,9.7926,4.0133,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1396","GDM.1396","MO-04","Spain","Huesca","Monzón","Cerro de de Alegria",41.882731,0.172068,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.678,3e-04,15.678,2e-04,38.924,7e-04,0.8394,1e-05,2.0839,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEHIMO Monzon ",NA,"Roman","About 80 BC",109,9.7778,4.0041,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1397","GDM.1397","MO-08","Spain","Huesca","Monzón","Ripoll  ",41.882731,0.172068,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.702,4e-04,15.677,4e-04,38.974,0.0011,0.83828,1e-05,2.0839,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEHIMO Monzon ",NA,"Roman","About 80 BC",89,9.7693,4.0132,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1398","GDM.1398","MO-09","Spain","Huesca","Monzón","Ripoll  ",41.882731,0.172068,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.534,4e-04,15.675,3e-04,38.757,7e-04,0.84579,1e-05,2.0911,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEHIMO Monzon ",NA,"Roman","About 80 BC",210,9.7956,4.0129,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1399","GDM.1399","MO-14","Spain","Huesca","Monzón","Cerro de Alegria",41.882731,0.172068,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.654,2e-04,15.678,2e-04,38.909,7e-04,0.84043,1e-05,2.0857,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEHIMO Monzon ",NA,"Roman","About 80 BC",127,9.7825,4.0123,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1400","GDM.1400","MO-15","Spain","Huesca","Monzón","Cerro de Alegria",41.882731,0.172068,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.615,4e-04,15.676,3e-04,38.86,8e-04,0.84213,1e-05,2.0875,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEHIMO Monzon ",NA,"Roman","About 80 BC",152,9.7826,4.0124,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1401","GDM.1401","Mü01-05","Spain","Sevilla","Ecija","Cerro de Balas",37.429316,-5.161643,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.158,3e-04,15.608,3e-04,38.313,8e-04,0.85956,1e-05,2.1098,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private collection ",NA,"Roman"," 46/45 BC",363,9.6173,4.009,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1402","GDM.1402","Mü04-17","Spain","Sevilla","Ecija","Cerro de Balas",37.429316,-5.161643,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.321,2e-04,15.63,2e-04,38.473,6e-04,0.85313,1e-05,2.0999,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private collection ",NA,"Roman"," 46/45 BC",283,9.6658,3.9911,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1403","GDM.1403","Mü05-19","Spain","Sevilla","Ecija","Cerro de Balas",37.429316,-5.161643,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.242,2e-04,15.618,3e-04,38.359,7e-04,0.85617,1e-05,2.1028,3e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private collection ",NA,"Roman"," 46/45 BC",319,9.6367,3.9794,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1404","GDM.1404","Mü08-46","Spain","Sevilla","Ecija","Cerro de Balas",37.429316,-5.161643,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.208,3e-04,15.615,3e-04,38.37,7e-04,0.85761,1e-05,2.1073,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private collection ",NA,"Roman"," 46/45 BC",339,9.6329,4.0079,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1405","GDM.1405","Mü09-37","Spain","Sevilla","Ecija","Cerro de Balas",37.429316,-5.161643,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.232,6e-04,15.618,5e-04,38.367,0.0013,0.85661,1e-05,2.1042,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private collection ",NA,"Roman"," 46/45 BC",327,9.6391,3.9907,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1406","GDM.1406","MZ-01","Spain","Soria","Garray","Numantia  ",41.809481,-2.444975,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.529,5e-04,15.658,5e-04,38.75,0.0011,0.84503,1e-05,2.0913,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RGZM  ",NA,"Roman"," (80–70 BC?)",181,9.7302,4.0065,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1407","GDM.1407","MZ-02","Spain","Soria","Garray","Numantia  ",41.809481,-2.444975,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.492,4e-04,15.649,4e-04,38.698,0.001,0.84627,1e-05,2.0926,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RGZM  ",NA,"Roman"," (80–70 BC?)",191,9.7028,4.001,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1408","GDM.1408","MZ-03","Spain","Soria","Garray","Numantia  ",41.809481,-2.444975,"Archaeological artefacts","Pb metal","Workpiece ",NA,18.456,3e-04,15.651,3e-04,38.655,8e-04,0.84802,1e-05,2.0943,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RGZM  ",NA,"Roman"," (80–70 BC?)",222,9.7183,4.0035,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1409","GDM.1409","MZ-12","Spain","Sevilla","Osuna","Osuna  ",37.245229,-5.096951,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.711,4e-04,15.677,3e-04,38.982,8e-04,0.83786,1e-05,2.0834,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RGZM  ",NA,"Roman"," 46/45 BC",82,9.7676,4.0113,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1410","GDM.1410","MZ-13","Spain","Sevilla","Osuna","Osuna  ",37.245229,-5.096951,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.619,4e-04,15.665,4e-04,38.865,9e-04,0.84138,1e-05,2.0873,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RGZM  ",NA,"Roman"," 46/45 BC",127,9.7391,4.0083,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1411","GDM.1411","MZ-14","Spain","Córdoba","Córdoba","Ategua  ",37.755378,-4.572757,"Archaeological artefacts","Pb metal","Sling bullet",NA,18.229,5e-04,15.619,4e-04,38.359,0.0011,0.85679,1e-05,2.1042,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RGZM  ",NA,"Roman"," 46/45 BC",331,9.6438,3.9888,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological",NA
"GDM.1417","GDM.1417","Baleares","Spain","Baleares","Santa Eulalia del Rio","S’Argentera  ",39.034796,1.563727,"Mineral","Ore mix","Ore","Pb",18.67,4e-04,15.681,3e-04,38.923,8e-04,0.83988,1e-05,2.0847,2e-05,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,"  ",NA,NA,NA,121,9.791,4.0099,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological","Betic Cordillera"
"GDM.1418","GDM.1418","Port 1","Spain","Murcia","La Unión","Portman  ",37.592134,-0.859405,"Mineral","Ore mix","Ore","Pb",18.716,5e-04,15.676,4e-04,38.988,0.0011,0.83756,1e-05,2.0831,1e-05,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,"  ",NA,NA,NA,76,9.7628,4.0107,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological","Betic Cordillera"
"GDM.1419","GDM.1419","Port 2","Spain","Murcia","La Unión","Portman  ",37.592134,-0.859405,"Mineral","Ore mix","Ore","Pb",18.718,4e-04,15.676,4e-04,38.985,0.001,0.83749,1e-05,2.0826,2e-05,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,"  ",NA,NA,NA,75,9.7624,4.0079,"Müller et al., 2014","Ref.099","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological","Betic Cordillera"
"GDM.1420","GDM.1420","Signatory ring 2","Spain","Sevilla","Almadén de la Plata","Palacio III",37.880561,-6.074183,"Archaeological artefacts","Silver","Signatory ring",NA,18.3095,NA,15.6387,NA,38.4697,NA,0.85413,NA,2.10108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,308,9.703,4.0003,"Murillo-Barroso et al., 2015a","Ref.100","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.1421","GDM.1421","Ring 3","Spain","Sevilla","Almadén de la Plata","Palacio III",37.880561,-6.074183,"Archaeological artefacts","Silver","Ring",NA,18.211,NA,15.6424,NA,38.331,NA,0.85895,NA,2.10483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,388,9.742,3.9941,"Murillo-Barroso et al., 2015a","Ref.100","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.1422","GDM.1422","Ring 4","Spain","Sevilla","Almadén de la Plata","Palacio III",37.880561,-6.074183,"Archaeological artefacts","Silver","Ring",NA,18.2478,NA,15.6534,NA,38.3745,NA,0.85783,NA,2.10297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,381,9.7769,3.9963,"Murillo-Barroso et al., 2015a","Ref.100","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.1423","GDM.1423","Pendant","Spain","Sevilla","Almadén de la Plata","Palacio III",37.880561,-6.074183,"Archaeological artefacts","Silver","Pendant",NA,18.8354,NA,15.7002,NA,38.6718,NA,0.83355,NA,2.05314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,35,9.8336,3.7854,"Murillo-Barroso et al., 2015a","Ref.100","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2846","GDM.2846","M039255","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuSn, Bracelet",NA,18.7718,NA,15.7048,NA,38.8098,NA,0.83662,NA,2.06744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,92,9.8632,3.8954,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2847","GDM.2847","M039260","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuSn, Ring",NA,18.5056,NA,15.6936,NA,38.7392,NA,0.84805,NA,2.0934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,267,9.8751,4.0294,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2848","GDM.2848","M039258","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","Cu, Bracelet",NA,18.2335,NA,15.5971,NA,38.3061,NA,0.85542,NA,2.10083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,286,9.5557,3.9491,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2849","GDM.2849","M039257","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Awl",NA,18.5117,NA,15.642,NA,38.5471,NA,0.84497,NA,2.08232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,163,9.6714,3.9068,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2850","GDM.2850","M039261","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Bracelet",NA,18.4456,NA,15.633,NA,38.4901,NA,0.84754,NA,2.08673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,195,9.65,3.9174,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2851","GDM.2851","M039279","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Bracelet",NA,18.3214,NA,15.637,NA,38.4387,NA,0.85346,NA,2.09797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,296,9.6934,3.9749,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2852","GDM.2852","MO55208","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","Cu, Dagger",NA,18.3674,NA,15.6499,NA,38.4991,NA,0.85212,NA,2.09618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,286,9.7339,3.9805,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2853","GDM.2853","MO55195","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Axe",NA,18.0277,NA,15.5965,NA,38.222,NA,0.86517,NA,2.1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,440,9.6047,4.0466,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2854","GDM.2854","MO55209","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Awl",NA,18.3702,NA,15.6391,NA,38.4852,NA,0.85131,NA,2.09502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,263,9.6905,3.9674,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2855","GDM.2855","MO21292","Spain","Granada","Monachil","Cerro de la Encina, gr 21",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Dagger",NA,18.3518,NA,15.6361,NA,38.415,NA,0.85203,NA,2.09326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,272,9.6828,3.9413,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2856","GDM.2856","osc11015","Spain","Granada","Monachil","Cerro San Cristóbal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuSn, Scraper",NA,18.2049,NA,15.6347,NA,38.2883,NA,0.8588,NA,2.1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,379,9.7126,3.9722,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2857","GDM.2857","OSC7002","Spain","Granada","Monachil","Cerro San Crist6bal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuSn, Bracelet",NA,18.2805,NA,15.6342,NA,38.4086,NA,0.85527,NA,2.10112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,321,9.692,3.9856,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2858","GDM.2858","osc11006","Spain","Granada","Monachil","Cerro San Crist6bal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuSn, Ring",NA,18.4805,NA,15.6604,NA,38.5719,NA,0.84741,NA,2.08718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,222,9.7499,3.9468,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2859","GDM.2859","osc11017","Spain","Granada","Monachil","Cerro San Crist6bal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuSn, Awl",NA,18.4838,NA,15.657,NA,38.5775,NA,0.84709,NA,2.0871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,213,9.7359,3.9464,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2860","GDM.2860","osc11010","Spain","Granada","Monachil","Cerro San Crist6bal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Rivets",NA,18.4168,NA,15.622,NA,38.498,NA,0.84825,NA,2.09038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,195,9.6131,3.9368,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2861","GDM.2861","osc13001","Spain","Granada","Monachil","Cerro San Crist6bal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Dagger",NA,18.4487,NA,15.5998,NA,38.3852,NA,0.84561,NA,2.08068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,127,9.5201,3.8484,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
"GDM.2862","GDM.2862","osc13005","Spain","Granada","Monachil","Cerro San Crist6bal",37.136566,-3.547929,"Archaeological artefacts","Cu metal","CuAs, Dagger",NA,18.3392,NA,15.6058,NA,38.4113,NA,0.85111,NA,2.09449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,222,9.5663,3.937,"Murillo-Barroso et al. 2015b","Ref.101","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological",NA
